Année;Code région académique;Code région Insee;Libellé région académique;Discipline;IPS moyen;Caractéristiques;Score moyen;Ecart type;Groupe 1;Groupe 2;Groupe 3;Groupe 4;Groupe 5;Groupe 6
2025;;;NATIONAL;Mathématiques;106.2;Ensemble;254;53.3;15.2;17.3;18.7;16.8;13.1;18.9
2017;02;27;BOURGOGNE-FRANCHE-COMTE;Français;102.1;Ensemble;253;47.8;11.0;18.1;21.6;19.3;14.2;15.9
2017;02;27;BOURGOGNE-FRANCHE-COMTE;Français;102.1;Fille;259;47.9;8.3;15.8;21.0;20.2;15.8;18.9
2017;02;27;BOURGOGNE-FRANCHE-COMTE;Mathématiques;102.1;Fille;251;46.3;10.0;18.4;23.8;20.1;13.7;14.0
2017;03;53;BRETAGNE;Français;108.4;Garçon;251;46.7;11.3;18.1;22.5;19.3;14.1;14.7
2017;05;94;CORSE;Mathématiques;100.5;Ensemble;242;47.7;14.3;21.3;24.4;18.5;11.0;10.5
2017;06;44;GRAND EST;Français;100.3;Garçon;245;47.2;14.9;21.1;21.6;18.0;12.2;12.2
2017;06;44;GRAND EST;Mathématiques;100.3;Fille;250;47.1;10.8;18.5;23.9;19.8;13.4;13.6
2017;07;01;GUADELOUPE;Français;88.8;Garçon;222;48.0;33.4;23.1;18.3;11.5;7.6;6.1
2017;08;03;GUYANE;Français;72.0;Fille;205;54.5;47.7;19.8;13.8;8.6;5.7;4.4
2017;08;03;GUYANE;Mathématiques;72.0;Ensemble;196;49.4;56.6;20.0;11.6;6.0;3.1;2.7
2017;09;32;HAUTS-DE-FRANCE;Français;96.3;Ensemble;242;46.3;15.9;22.1;22.3;17.2;11.3;11.1
2017;09;32;HAUTS-DE-FRANCE;Français;96.3;Fille;248;46.5;12.6;20.6;22.5;18.3;12.7;13.3
2017;10;11;ILE-DE-FRANCE;Français;111.0;Ensemble;256;51.9;11.4;16.7;19.5;18.1;14.6;19.6
2017;13;06;MAYOTTE;Mathématiques;68.8;Fille;171;49.0;77.8;13.3;5.0;2.5;0.9;0.5
2017;14;28;NORMANDIE;Mathématiques;101.7;Garçon;249;48.0;12.6;18.5;22.5;19.0;13.2;14.2
2017;16;76;OCCITANIE;Mathématiques;105.1;Garçon;253;52.6;11.7;16.8;21.5;19.5;14.0;16.6
2017;17;52;PAYS DE LA LOIRE;Français;107.2;Ensemble;253;48.1;11.0;17.3;21.2;19.6;14.7;16.2
2018;01;84;AUVERGNE-RHONE-ALPES;Mathématiques;107.3;Ensemble;254;48.1;10.7;16.1;21.6;20.4;14.8;16.4
2018;02;27;BOURGOGNE-FRANCHE-COMTE;Mathématiques;101.9;Fille;248;42.6;10.7;19.0;24.8;21.2;13.6;10.8
2018;02;27;BOURGOGNE-FRANCHE-COMTE;Mathématiques;101.9;Garçon;256;49.3;10.8;16.1;20.2;19.6;15.2;18.1
2018;03;53;BRETAGNE;Français;108.6;Ensemble;261;49.1;8.3;14.7;21.2;19.8;15.4;20.7
2018;04;24;CENTRE-VAL DE LOIRE;Français;103.4;Garçon;249;46.4;11.8;19.3;24.0;18.8;12.0;14.1
2018;05;94;CORSE;Mathématiques;100.5;Ensemble;241;50.5;17.6;20.3;20.9;17.8;12.0;11.4
2018;06;44;GRAND EST;Français;100.4;Fille;259;48.8;8.7;15.1;22.1;20.4;14.6;19.1
2018;06;44;GRAND EST;Mathématiques;100.4;Garçon;255;51.3;12.5;15.6;19.7;19.0;14.9;18.3
2018;07;01;GUADELOUPE;Français;88.3;Fille;235;47.6;22.1;21.8;22.9;14.5;8.4;10.3
2018;07;01;GUADELOUPE;Français;88.3;Garçon;224;46.4;30.6;24.6;19.2;12.8;6.6;6.2
2018;09;32;HAUTS-DE-FRANCE;Français;96.6;Ensemble;247;47.1;13.4;20.0;23.4;17.9;12.0;13.4
2018;10;11;ILE-DE-FRANCE;Mathématiques;110.7;Ensemble;250;51.6;14.4;18.2;20.3;17.7;13.0;16.3
2018;14;28;NORMANDIE;Français;101.7;Fille;257;48.7;9.2;16.7;22.3;19.5;14.3;18.1
2018;15;75;NOUVELLE-AQUITAINE;Mathématiques;105.8;Garçon;254;50.8;12.3;15.6;20.1;19.1;15.3;17.6
2018;17;52;PAYS DE LA LOIRE;Français;107.2;Ensemble;254;49.8;11.7;17.2;21.4;18.5;13.7;17.6
2018;18;93;PROVENCE-ALPES-COTE D'AZUR;Français;104.0;Ensemble;254;49.5;11.5;16.7;21.8;19.0;13.7;17.3
2018;18;93;PROVENCE-ALPES-COTE D'AZUR;Français;104.0;Garçon;249;48.3;13.7;18.7;22.3;18.4;12.5;14.4
2018;;;NATIONAL;Français;;Garçon;248;49.0;14.0;18.9;22.2;17.7;12.4;14.8
2018;;;NATIONAL;Mathématiques;;Ensemble;249;48.7;13.4;17.9;21.7;19.2;13.4;14.3
2019;01;84;AUVERGNE-RHONE-ALPES;Français;107.3;Fille;266;47.1;8.0;11.8;16.7;19.8;19.3;24.4
2019;01;84;AUVERGNE-RHONE-ALPES;Mathématiques;107.3;Garçon;256;54.7;15.1;15.3;17.4;17.0;13.9;21.3
2019;03;53;BRETAGNE;Français;108.5;Garçon;254;47.3;12.8;15.1;18.8;19.3;16.4;17.6
2019;04;24;CENTRE-VAL DE LOIRE;Mathématiques;103.5;Ensemble;248;48.9;14.9;18.6;20.9;18.1;12.5;15.1
2019;05;94;CORSE;Français;100.8;Ensemble;252;48.8;13.8;16.4;18.7;19.0;15.9;16.2
2019;05;94;CORSE;Français;100.8;Garçon;246;51.3;17.3;16.5;18.9;19.4;13.7;14.3
2019;07;01;GUADELOUPE;Français;88.5;Ensemble;238;50.1;24.1;18.0;17.6;15.4;12.6;12.3
2019;07;01;GUADELOUPE;Mathématiques;88.5;Fille;230;46.1;26.9;22.0;21.2;13.8;8.1;8.0
2019;07;01;GUADELOUPE;Mathématiques;88.5;Garçon;223;50.9;36.3;18.6;17.1;12.0;8.1;8.0
2019;08;03;GUYANE;Français;72.6;Ensemble;210;53.3;44.0;19.1;14.5;10.8;6.0;5.6
2019;08;03;GUYANE;Français;72.6;Garçon;202;52.7;51.5;18.7;11.8;8.8;4.9;4.3
2019;08;03;GUYANE;Mathématiques;72.6;Fille;204;46.5;49.7;22.2;12.8;8.2;3.6;3.5
2019;09;32;HAUTS-DE-FRANCE;Mathématiques;97.0;Garçon;243;52.3;20.8;18.6;18.3;15.9;11.8;14.7
2019;10;11;ILE-DE-FRANCE;Français;110.7;Ensemble;258;50.4;12.5;13.9;16.9;18.1;16.9;21.7
2019;10;11;ILE-DE-FRANCE;Mathématiques;110.7;Ensemble;250;54.1;17.2;17.5;18.5;16.2;12.5;18.1
2019;11;04;LA REUNION;Français;82.8;Fille;251;47.5;14.7;16.8;18.7;18.2;14.7;16.9
2019;11;04;LA REUNION;Mathématiques;82.8;Garçon;232;52.4;29.7;20.2;17.5;12.8;8.7;11.1
2019;12;02;MARTINIQUE;Mathématiques;93.3;Ensemble;229;51.0;30.5;20.3;17.5;13.7;8.6;9.4
2019;13;06;MAYOTTE;Mathématiques;68.1;Fille;174;48.3;73.6;16.2;5.4;3.1;1.0;0.7
2019;14;28;NORMANDIE;Mathématiques;101.9;Fille;244;46.3;16.4;19.7;21.4;17.9;12.6;12.0
2019;15;75;NOUVELLE-AQUITAINE;Mathématiques;106.0;Fille;250;47.9;13.8;17.4;21.1;19.0;13.7;15.1
2019;15;75;NOUVELLE-AQUITAINE;Mathématiques;106.0;Garçon;253;53.7;15.7;16.1;17.7;17.0;13.6;19.8
2019;16;76;OCCITANIE;Mathématiques;105.3;Ensemble;251;52.1;15.8;16.7;19.3;17.3;13.5;17.4
2019;16;76;OCCITANIE;Mathématiques;105.3;Fille;249;48.9;14.5;17.7;20.9;18.4;13.4;15.1
2019;16;76;OCCITANIE;Mathématiques;105.3;Garçon;252;55.1;17.0;15.8;17.7;16.3;13.6;19.6
2020;02;27;BOURGOGNE-FRANCHE-COMTE;Français;102.4;Ensemble;262;45.8;7.7;13.8;20.2;21.4;16.7;20.3
2020;03;53;BRETAGNE;Français;108.2;Fille;274;46.1;4.2;9.1;17.0;21.2;20.6;27.9
2020;04;24;CENTRE-VAL DE LOIRE;Mathématiques;103.5;Ensemble;253;49.4;13.2;17.0;19.9;18.7;13.8;17.4
2020;04;24;CENTRE-VAL DE LOIRE;Mathématiques;103.5;Garçon;255;51.8;14.0;15.7;18.2;18.2;14.3;19.7
2020;06;44;GRAND EST;Français;100.9;Fille;266;47.4;7.0;12.5;19.0;20.1;17.8;23.5
2020;07;01;GUADELOUPE;Français;88.8;Ensemble;241;48.4;20.9;18.9;19.4;16.0;12.8;12.0
2020;07;01;GUADELOUPE;Mathématiques;88.8;Garçon;221;50.8;37.3;19.5;15.5;11.9;8.4;7.5
2020;08;03;GUYANE;Mathématiques;71.4;Garçon;191;49.7;66.3;14.1;7.8;5.3;3.1;3.5
2020;09;32;HAUTS-DE-FRANCE;Mathématiques;97.2;Ensemble;244;49.9;19.0;18.5;19.4;16.9;12.1;14.0
2020;10;11;ILE-DE-FRANCE;Mathématiques;110.6;Garçon;256;56.4;16.3;14.9;16.4;16.2;13.9;22.3
2020;12;02;MARTINIQUE;Français;91.9;Garçon;234;48.5;25.7;20.1;18.7;14.9;10.3;10.3
2020;12;02;MARTINIQUE;Mathématiques;91.9;Ensemble;226;49.0;31.8;20.4;18.7;12.6;8.4;8.1
2020;12;02;MARTINIQUE;Mathématiques;91.9;Fille;230;46.6;26.8;22.3;20.9;13.7;8.4;8.0
2020;13;06;MAYOTTE;Mathématiques;68.1;Fille;174;39.4;78.3;12.8;5.2;2.2;0.8;0.6
2020;14;28;NORMANDIE;Français;101.6;Fille;263;45.9;7.3;13.6;19.7;20.8;17.6;21.0
2020;14;28;NORMANDIE;Mathématiques;101.6;Fille;247;46.3;15.2;18.5;22.0;18.4;13.2;12.7
2020;15;75;NOUVELLE-AQUITAINE;Français;106.1;Fille;271;47.6;5.8;10.8;17.7;20.3;18.9;26.4
2020;16;76;OCCITANIE;Mathématiques;105.3;Ensemble;257;51.6;12.9;15.0;18.8;18.3;15.1;19.9
2020;16;76;OCCITANIE;Mathématiques;105.3;Garçon;259;53.9;13.3;13.9;17.1;17.8;15.5;22.4
2020;17;52;PAYS DE LA LOIRE;Français;107.4;Garçon;257;45.5;9.3;14.7;21.1;21.1;15.8;18.0
2020;17;52;PAYS DE LA LOIRE;Mathématiques;107.4;Ensemble;260;50.5;11.1;13.7;18.4;19.3;16.1;21.3
2020;17;52;PAYS DE LA LOIRE;Mathématiques;107.4;Garçon;263;52.9;11.6;12.7;16.7;18.2;16.5;24.3
2020;18;93;PROVENCE-ALPES-COTE D'AZUR;Français;104.0;Ensemble;261;47.3;8.6;14.0;19.7;20.7;16.4;20.6
2020;18;93;PROVENCE-ALPES-COTE D'AZUR;Français;104.0;Garçon;255;46.5;10.8;16.0;21.0;20.5;14.9;16.9
2020;;;NATIONAL;Français;;Ensemble;261;48.3;9.2;13.8;19.5;19.9;16.6;21.1
2021;02;27;BOURGOGNE-FRANCHE-COMTE;Français;102.8;Fille;267;44.8;5.3;12.2;19.1;22.1;18.7;22.6
2021;03;53;BRETAGNE;Français;108.5;Ensemble;267;44.9;5.4;11.8;20.1;21.8;18.5;22.4
2021;03;53;BRETAGNE;Français;108.5;Garçon;260;44.1;7.1;13.8;21.9;21.7;17.1;18.4
2021;03;53;BRETAGNE;Mathématiques;108.5;Garçon;265;52.8;10.5;12.5;16.9;17.9;17.4;24.8
2021;04;24;CENTRE-VAL DE LOIRE;Français;103.7;Ensemble;260;44.2;7.1;14.5;22.0;21.4;16.7;18.3
2021;04;24;CENTRE-VAL DE LOIRE;Français;103.7;Fille;267;44.3;4.8;11.6;20.6;22.1;18.5;22.4
2021;04;24;CENTRE-VAL DE LOIRE;Mathématiques;103.7;Fille;250;47.2;13.4;18.6;21.7;18.7;13.4;14.3
2021;05;94;CORSE;Français;101.0;Ensemble;261;45.3;7.3;13.7;22.1;20.6;16.6;19.8
2021;05;94;CORSE;Mathématiques;101.0;Ensemble;248;51.3;16.1;17.7;21.4;16.7;13.1;15.0
2021;06;44;GRAND EST;Français;101.3;Fille;266;45.5;6.3;12.0;20.1;21.3;17.9;22.4
2021;06;44;GRAND EST;Mathématiques;101.3;Ensemble;254;51.9;14.4;16.0;18.8;18.0;14.2;18.6
2021;08;03;GUYANE;Mathématiques;71.7;Ensemble;198;46.1;59.6;17.3;10.7;5.7;3.6;3.1
2021;08;03;GUYANE;Mathématiques;71.7;Fille;197;41.5;58.9;20.5;10.9;5.1;2.4;2.2
2021;09;32;HAUTS-DE-FRANCE;Français;97.8;Ensemble;253;44.9;10.6;16.8;22.3;20.1;14.9;15.4
2021;09;32;HAUTS-DE-FRANCE;Français;97.8;Garçon;247;43.9;13.2;18.5;23.4;19.5;13.1;12.4
2021;10;11;ILE-DE-FRANCE;Français;110.8;Ensemble;267;48.8;7.2;12.7;18.9;19.7;16.9;24.6
2021;10;11;ILE-DE-FRANCE;Français;110.8;Fille;274;48.4;4.9;10.5;17.4;20.0;18.4;28.9
2021;10;11;ILE-DE-FRANCE;Français;110.8;Garçon;260;48.2;9.4;14.9;20.3;19.5;15.4;20.5
2021;11;04;LA REUNION;Français;85.1;Ensemble;247;45.9;14.4;19.7;21.9;17.6;12.9;13.5
2021;12;02;MARTINIQUE;Français;92.1;Ensemble;249;47.4;15.6;16.3;20.0;18.7;14.8;14.6
2021;12;02;MARTINIQUE;Mathématiques;92.1;Fille;231;46.4;26.3;21.9;20.0;14.5;9.0;8.3
2021;13;06;MAYOTTE;Français;68.4;Ensemble;190;42.2;65.7;16.5;9.2;5.1;2.3;1.3
2021;14;28;NORMANDIE;Mathématiques;101.9;Ensemble;249;49.8;15.9;17.7;19.6;17.8;13.3;15.8
2021;15;75;NOUVELLE-AQUITAINE;Français;106.5;Ensemble;264;46.1;7.2;12.9;20.1;20.9;17.6;21.4
2021;16;76;OCCITANIE;Français;105.7;Ensemble;262;46.4;7.7;13.5;20.4;20.9;16.8;20.6
2021;16;76;OCCITANIE;Français;105.7;Fille;269;46.6;5.7;11.2;18.7;21.1;18.6;24.7
2021;18;93;PROVENCE-ALPES-COTE D'AZUR;Français;104.1;Ensemble;262;45.9;7.7;13.4;20.9;21.3;16.6;20.0
2021;18;93;PROVENCE-ALPES-COTE D'AZUR;Français;104.1;Fille;268;45.7;5.6;11.4;19.5;21.5;18.2;23.7
2021;;;NATIONAL;Français;;Garçon;255;46.0;10.5;15.8;21.7;20.3;15.0;16.6
2021;;;NATIONAL;Mathématiques;;Ensemble;254;53.1;15.1;16.1;18.5;17.4;13.9;19.0
2022;02;27;BOURGOGNE-FRANCHE-COMTE;Mathématiques;102.0;Fille;250;47.3;13.7;18.9;21.9;18.3;12.9;14.4
2022;03;53;BRETAGNE;Français;109.6;Ensemble;262;45.6;7.8;14.2;19.4;21.0;17.3;20.4
2022;03;53;BRETAGNE;Français;109.6;Fille;269;45.9;5.9;11.8;17.8;20.9;18.8;24.8
2022;05;94;CORSE;Français;102.3;Garçon;251;45.1;12.3;18.8;21.8;19.1;15.3;12.8
2022;05;94;CORSE;Mathématiques;102.3;Ensemble;252;49.0;12.9;18.5;19.8;18.9;14.5;15.4
2022;07;01;GUADELOUPE;Français;96.4;Fille;245;46.7;17.4;19.1;20.9;16.7;12.4;13.5
2022;07;01;GUADELOUPE;Mathématiques;96.4;Fille;225;44.5;33.3;24.6;16.8;11.1;7.7;6.5
2022;07;01;GUADELOUPE;Mathématiques;96.4;Garçon;227;49.5;34.1;20.6;17.3;11.4;7.4;9.2
2022;09;32;HAUTS-DE-FRANCE;Français;98.4;Garçon;244;43.9;15.7;20.3;22.4;17.9;12.5;11.1
2022;11;04;LA REUNION;Mathématiques;87.5;Ensemble;233;48.7;27.0;22.9;18.4;12.9;8.6;10.2
2022;13;06;MAYOTTE;Mathématiques;73.7;Ensemble;182;35.4;76.9;14.3;5.2;2.2;0.9;0.6
2022;14;28;NORMANDIE;Français;102.5;Fille;257;46.0;9.7;16.5;20.8;19.7;15.5;17.9
2022;16;76;OCCITANIE;Français;106.7;Garçon;251;45.5;12.3;17.6;21.7;19.5;14.2;14.7
2022;16;76;OCCITANIE;Mathématiques;106.7;Ensemble;256;51.8;13.1;16.9;19.4;17.7;13.7;19.2
2022;18;93;PROVENCE-ALPES-COTE D'AZUR;Français;105.3;Fille;264;47.2;7.9;13.8;18.5;20.3;17.2;22.3
2022;18;93;PROVENCE-ALPES-COTE D'AZUR;Mathématiques;105.3;Garçon;258;53.1;12.8;15.9;18.6;17.5;14.3;21.0
2022;;;NATIONAL;Mathématiques;;Garçon;258;54.4;13.9;15.9;17.9;16.9;13.8;21.6
2023;01;84;AUVERGNE-RHONE-ALPES;Mathématiques;109.0;Ensemble;260;53.2;11.6;15.9;18.6;17.8;14.4;21.8
2023;01;84;AUVERGNE-RHONE-ALPES;Mathématiques;109.0;Garçon;266;55.4;10.6;14.1;17.3;17.4;15.0;25.6
2023;02;27;BOURGOGNE-FRANCHE-COMTE;Français;102.4;Garçon;249;44.5;12.6;18.6;23.3;19.7;13.3;12.6
2023;02;27;BOURGOGNE-FRANCHE-COMTE;Mathématiques;102.4;Garçon;261;52.6;11.5;15.3;18.6;18.4;14.6;21.6
2023;03;53;BRETAGNE;Français;110.6;Ensemble;262;46.7;7.9;14.0;19.9;20.7;17.2;20.2
2023;03;53;BRETAGNE;Mathématiques;110.6;Fille;255;48.5;11.2;17.5;20.8;18.8;14.5;17.2
2023;05;94;CORSE;Français;101.7;Fille;263;46.7;6.6;15.4;20.3;21.0;17.0;19.6
2023;06;44;GRAND EST;Français;101.0;Fille;262;47.3;8.3;14.3;20.0;20.1;16.6;20.6
2023;06;44;GRAND EST;Mathématiques;101.0;Garçon;261;54.0;12.3;15.2;18.2;17.8;14.2;22.4
2023;07;01;GUADELOUPE;Mathématiques;96.8;Garçon;230;51.8;31.3;21.4;16.8;11.7;8.4;10.4
2023;08;03;GUYANE;Français;81.9;Fille;214;48.8;44.9;18.9;15.3;9.3;5.6;6.1
2023;11;04;LA REUNION;Français;88.3;Ensemble;244;47.1;17.4;20.5;20.4;17.3;12.0;12.4
2023;11;04;LA REUNION;Mathématiques;88.3;Ensemble;235;48.9;25.5;23.3;18.9;13.0;9.1;10.3
2023;11;04;LA REUNION;Mathématiques;88.3;Garçon;237;51.5;25.5;21.3;18.0;13.0;10.1;12.1
2023;12;02;MARTINIQUE;Français;101.3;Ensemble;245;47.7;18.0;18.7;19.9;17.8;12.7;12.9
2023;13;06;MAYOTTE;Mathématiques;70.0;Ensemble;183;38.4;74.4;15.6;5.4;2.4;1.1;0.9
2023;13;06;MAYOTTE;Mathématiques;70.0;Fille;184;36.5;72.9;17.0;5.7;2.5;1.1;0.7
2023;14;28;NORMANDIE;Français;103.0;Garçon;244;44.9;15.9;20.1;22.4;18.2;12.1;11.3
2023;16;76;OCCITANIE;Mathématiques;107.2;Ensemble;257;52.7;12.9;16.3;19.0;17.6;14.0;20.2
2023;16;76;OCCITANIE;Mathématiques;107.2;Fille;252;49.8;14.0;18.2;20.4;17.7;13.2;16.6
2023;16;76;OCCITANIE;Mathématiques;107.2;Garçon;263;54.8;11.8;14.6;17.6;17.5;14.9;23.7
2023;17;52;PAYS DE LA LOIRE;Français;108.8;Garçon;252;45.4;12.0;17.3;21.8;19.9;14.3;14.7
2023;;;NATIONAL;Mathématiques;;Ensemble;254;53.0;14.8;17.3;19.0;17.0;13.1;18.9
2024;01;84;AUVERGNE-RHONE-ALPES;Français;109.1;Ensemble;261;49.1;9.6;13.8;19.6;20.7;16.2;20.1
2024;03;53;BRETAGNE;Mathématiques;110.7;Garçon;265;52.9;9.6;14.2;17.6;18.1;15.6;24.9
2024;04;24;CENTRE-VAL DE LOIRE;Français;103.5;Fille;261;47.0;8.4;14.1;21.4;21.6;15.8;18.7
2024;04;24;CENTRE-VAL DE LOIRE;Mathématiques;103.5;Ensemble;251;50.9;14.6;18.6;20.3;17.2;12.4;16.9
2024;05;94;CORSE;Français;101.3;Fille;265;45.3;6.5;10.9;20.1;24.4;17.8;20.3
2024;06;44;GRAND EST;Français;101.3;Fille;260;47.2;9.0;14.3;20.6;21.4;16.4;18.3
2024;06;44;GRAND EST;Mathématiques;101.3;Garçon;261;53.9;12.0;15.7;17.9;17.5;14.4;22.5
2024;07;01;GUADELOUPE;Français;96.9;Fille;244;48.5;18.6;19.7;19.8;17.9;11.9;12.1
2024;09;32;HAUTS-DE-FRANCE;Français;99.6;Garçon;245;45.6;15.8;18.9;21.8;19.6;12.2;11.7
2024;09;32;HAUTS-DE-FRANCE;Mathématiques;99.6;Fille;243;47.2;18.4;21.4;20.7;16.6;10.9;12.0
2024;10;11;ILE-DE-FRANCE;Français;112.7;Fille;268;51.6;7.8;12.9;18.3;19.8;16.6;24.6
2024;10;11;ILE-DE-FRANCE;Mathématiques;112.7;Garçon;261;58.5;14.3;15.5;17.1;15.8;13.0;24.3
2024;14;28;NORMANDIE;Français;103.3;Ensemble;251;46.8;13.4;17.1;21.8;20.2;13.4;14.1
2024;14;28;NORMANDIE;Mathématiques;103.3;Fille;244;47.3;17.3;20.9;21.5;16.9;11.0;12.4
2024;15;75;NOUVELLE-AQUITAINE;Français;108.2;Garçon;255;48.3;12.4;15.6;20.4;19.8;14.7;17.0
2024;15;75;NOUVELLE-AQUITAINE;Mathématiques;108.2;Garçon;263;54.8;11.7;14.4;17.4;17.9;14.5;24.1
2024;17;52;PAYS DE LA LOIRE;Mathématiques;109.1;Fille;252;48.8;13.5;18.3;20.4;18.0;13.7;16.1
2024;18;93;PROVENCE-ALPES-COTE D'AZUR;Mathématiques;105.4;Ensemble;254;52.8;14.4;17.2;19.0;17.1;13.4;18.8
2024;;;NATIONAL;Mathématiques;;Garçon;259;55.6;13.7;15.4;17.7;16.9;13.7;22.5
2025;01;84;AUVERGNE-RHONE-ALPES;Mathématiques;109.2;Ensemble;259;53.3;12.3;15.9;18.4;17.7;14.0;21.6
2025;01;84;AUVERGNE-RHONE-ALPES;Mathématiques;109.2;Garçon;265;55.5;11.2;14.1;17.0;17.5;14.5;25.7
2025;02;27;BOURGOGNE-FRANCHE-COMTE;Mathématiques;102.7;Ensemble;255;50.9;12.9;17.1;19.7;18.1;13.7;18.5
2025;02;27;BOURGOGNE-FRANCHE-COMTE;Mathématiques;102.7;Garçon;261;53.0;11.7;15.5;18.2;17.6;14.7;22.3
2025;03;53;BRETAGNE;Mathématiques;110.6;Fille;255;48.4;11.7;17.2;20.6;18.8;14.6;17.1
2025;05;94;CORSE;Mathématiques;102.0;Fille;249;48.5;14.8;19.3;20.7;18.3;11.9;15.0
2025;06;44;GRAND EST;Mathématiques;101.4;Garçon;261;54.0;12.3;15.1;18.1;17.1;15.1;22.2
2025;07;01;GUADELOUPE;Français;96.4;Fille;244;48.7;19.8;18.2;19.6;16.7;12.2;13.5
2025;07;01;GUADELOUPE;Mathématiques;96.4;Ensemble;231;50.7;30.3;21.5;17.5;12.5;8.3;9.9
2025;07;01;GUADELOUPE;Mathématiques;96.4;Fille;228;48.2;31.2;22.6;18.3;11.4;7.9;8.7
2025;07;01;GUADELOUPE;Mathématiques;96.4;Garçon;233;52.9;29.4;20.5;16.7;13.7;8.7;11.1
2025;08;03;GUYANE;Français;81.5;Fille;210;48.7;48.3;18.8;12.7;9.7;5.5;5.0
2025;09;32;HAUTS-DE-FRANCE;Mathématiques;99.8;Ensemble;249;50.3;16.2;18.9;19.9;17.0;12.3;15.6
2025;09;32;HAUTS-DE-FRANCE;Mathématiques;99.8;Fille;243;47.3;18.1;21.0;20.8;16.8;11.2;12.0
2025;09;32;HAUTS-DE-FRANCE;Mathématiques;99.8;Garçon;255;52.3;14.4;16.9;19.1;17.2;13.3;19.1
2025;12;02;MARTINIQUE;Français;100.9;Fille;252;49.1;14.3;15.7;21.4;18.0;14.0;16.6
2025;12;02;MARTINIQUE;Français;100.9;Garçon;235;49.3;26.3;18.9;19.5;15.1;10.1;10.1
2025;12;02;MARTINIQUE;Mathématiques;100.9;Ensemble;233;49.9;27.7;20.2;18.5;13.7;9.3;10.5
2025;13;06;MAYOTTE;Mathématiques;69.8;Garçon;183;40.9;75.6;13.2;5.9;2.9;1.3;1.0
2025;14;28;NORMANDIE;Français;103.4;Garçon;245;46.8;17.0;19.0;20.9;18.5;12.6;12.0
2025;15;75;NOUVELLE-AQUITAINE;Mathématiques;108.3;Fille;251;49.2;13.9;18.5;20.4;17.7;13.2;16.3
2025;17;52;PAYS DE LA LOIRE;Mathématiques;109.2;Ensemble;258;52.4;12.1;16.4;18.8;17.5;14.2;21.0
2025;18;93;PROVENCE-ALPES-COTE D'AZUR;Français;105.4;Ensemble;255;48.2;11.7;15.6;20.7;20.2;15.0;16.9
2025;;;NATIONAL;Français;106.2;Garçon;250;49.4;15.4;16.7;20.3;18.8;13.5;15.3
2017;01;84;AUVERGNE-RHONE-ALPES;Français;107.5;Garçon;249;48.2;13.4;18.7;21.6;18.6;13.5;14.2
2017;01;84;AUVERGNE-RHONE-ALPES;Mathématiques;107.5;Garçon;257;50.6;10.1;15.9;21.5;19.5;14.7;18.4
2017;02;27;BOURGOGNE-FRANCHE-COMTE;Français;102.1;Garçon;247;47.0;13.5;20.3;22.1;18.4;12.7;13.1
2017;03;53;BRETAGNE;Mathématiques;108.4;Fille;256;45.2;7.4;15.7;24.1;22.2;15.2;15.5
2017;03;53;BRETAGNE;Mathématiques;108.4;Garçon;260;48.1;8.1;14.1;21.7;21.2;16.1;19.0
2017;04;24;CENTRE-VAL DE LOIRE;Français;103.4;Fille;255;47.0;9.4;17.5;22.4;20.0;14.1;16.6
2017;06;44;GRAND EST;Français;100.3;Ensemble;251;48.6;12.3;19.0;21.2;18.8;13.4;15.3
2017;07;01;GUADELOUPE;Français;88.8;Ensemble;230;50.5;27.6;21.7;18.9;13.8;9.3;8.6
2017;07;01;GUADELOUPE;Mathématiques;88.8;Ensemble;224;48.1;30.6;23.7;19.6;12.2;7.6;6.3
2017;10;11;ILE-DE-FRANCE;Français;111.0;Garçon;250;51.0;14.0;18.5;20.1;17.7;13.5;16.2
2017;11;04;LA REUNION;Français;82.5;Ensemble;233;46.2;23.3;25.2;20.3;14.1;8.4;8.7
2017;11;04;LA REUNION;Mathématiques;82.5;Fille;230;44.5;23.4;26.8;21.1;13.4;8.2;7.1
2017;12;02;MARTINIQUE;Mathématiques;92.8;Ensemble;227;47.9;28.1;24.6;19.8;12.9;7.4;7.2
2017;12;02;MARTINIQUE;Mathématiques;92.8;Fille;227;46.7;27.1;25.4;19.8;13.9;7.2;6.7
2017;13;06;MAYOTTE;Français;68.8;Ensemble;174;51.1;74.5;14.6;6.6;2.4;1.1;0.9
2017;13;06;MAYOTTE;Français;68.8;Fille;177;52.8;70.4;16.3;7.8;2.8;1.4;1.3
2017;14;28;NORMANDIE;Français;101.7;Fille;251;48.0;11.0;19.4;21.8;18.9;13.9;15.0
2017;14;28;NORMANDIE;Mathématiques;101.7;Ensemble;248;46.5;12.6;19.2;23.5;19.4;12.8;12.7
2017;14;28;NORMANDIE;Mathématiques;101.7;Fille;246;44.7;12.5;19.9;24.5;19.8;12.3;11.1
2017;16;76;OCCITANIE;Français;105.1;Ensemble;249;50.3;13.2;18.6;21.5;18.5;13.3;14.9
2017;16;76;OCCITANIE;Français;105.1;Fille;255;50.3;10.5;16.6;21.1;19.4;14.8;17.7
2017;16;76;OCCITANIE;Mathématiques;105.1;Ensemble;251;50.8;11.7;17.8;22.6;19.5;13.3;15.0
2017;17;52;PAYS DE LA LOIRE;Mathématiques;107.2;Fille;254;47.0;9.6;16.7;23.4;20.6;14.4;15.3
