Année;Code région académique;Code région Insee;Libellé région académique;Discipline;IPS moyen;Caractéristiques;Score moyen;Ecart type;Groupe 1;Groupe 2;Groupe 3;Groupe 4;Groupe 5;Groupe 6
2017;;;NATIONAL;Mathématiques;;Fille;248;48.2;12.6;18.9;23.2;19.2;12.8;13.4
2017;;;NATIONAL;Mathématiques;;Garçon;252;51.6;12.7;17.2;21.3;18.7;13.6;16.5
2018;02;27;BOURGOGNE-FRANCHE-COMTE;Mathématiques;101.9;Ensemble;252;46.4;10.8;17.5;22.4;20.4;14.4;14.6
2018;03;53;BRETAGNE;Français;108.6;Fille;268;49.5;6.2;12.1;20.0;20.3;16.8;24.6
2018;03;53;BRETAGNE;Mathématiques;108.6;Fille;252;42.0;8.5;16.9;24.4;22.8;14.9;12.5
2018;03;53;BRETAGNE;Mathématiques;108.6;Garçon;260;48.7;9.4;14.2;19.4;20.7;17.0;19.4
2018;04;24;CENTRE-VAL DE LOIRE;Mathématiques;103.4;Ensemble;250;45.9;11.1;18.7;23.3;20.2;13.6;13.1
2018;04;24;CENTRE-VAL DE LOIRE;Mathématiques;103.4;Fille;245;41.7;10.8;21.0;25.5;20.6;12.7;9.5
2018;05;94;CORSE;Français;100.5;Fille;261;52.8;9.1;13.8;20.6;19.9;16.1;20.6
2018;05;94;CORSE;Mathématiques;100.5;Garçon;243;55.3;19.8;17.5;18.7;17.4;12.1;14.4
2018;06;44;GRAND EST;Français;100.4;Garçon;249;47.5;12.8;19.0;23.0;18.2;12.8;14.3
2018;07;01;GUADELOUPE;Français;88.3;Ensemble;229;47.4;26.4;23.2;21.1;13.6;7.5;8.2
2018;08;03;GUYANE;Français;72.7;Fille;216;49.6;35.8;25.6;18.0;10.1;5.0;5.4
2018;09;32;HAUTS-DE-FRANCE;Mathématiques;96.6;Garçon;247;50.3;16.0;18.5;20.3;18.2;12.8;14.2
2018;10;11;ILE-DE-FRANCE;Français;110.7;Garçon;252;51.2;13.3;17.6;21.4;17.4;13.0;17.4
2018;10;11;ILE-DE-FRANCE;Mathématiques;110.7;Garçon;254;55.3;15.2;16.4;18.4;16.9;13.7;19.4
2018;11;04;LA REUNION;Mathématiques;82.7;Ensemble;230;43.8;24.0;25.0;22.9;13.6;7.3;7.1
2018;12;02;MARTINIQUE;Français;92.2;Fille;242;48.2;17.1;22.3;22.1;16.1;10.9;11.6
2018;12;02;MARTINIQUE;Français;92.2;Garçon;228;46.5;28.5;23.2;19.5;12.2;9.6;7.0
2018;13;06;MAYOTTE;Mathématiques;68.1;Fille;172;39.7;80.5;10.8;4.9;2.6;0.8;0.4
2018;13;06;MAYOTTE;Mathématiques;68.1;Garçon;173;38.4;78.7;12.1;6.2;1.6;0.7;0.6
2018;14;28;NORMANDIE;Français;101.7;Garçon;246;46.6;14.5;20.4;23.0;17.7;11.3;13.0
2018;16;76;OCCITANIE;Français;105.3;Fille;259;52.0;10.2;15.6;20.3;19.0;14.5;20.3
2018;17;52;PAYS DE LA LOIRE;Mathématiques;107.2;Ensemble;253;46.7;10.5;16.4;22.4;20.9;14.7;15.0
2018;17;52;PAYS DE LA LOIRE;Mathématiques;107.2;Fille;249;42.6;10.3;18.0;24.9;21.8;13.9;11.1
2019;02;27;BOURGOGNE-FRANCHE-COMTE;Français;102.1;Garçon;249;48.4;15.7;17.1;18.8;18.2;14.7;15.5
2019;02;27;BOURGOGNE-FRANCHE-COMTE;Mathématiques;102.1;Fille;249;46.9;13.2;18.5;21.6;19.2;13.4;14.1
2019;02;27;BOURGOGNE-FRANCHE-COMTE;Mathématiques;102.1;Garçon;251;53.3;16.4;16.6;18.5;16.9;13.3;18.3
2019;06;44;GRAND EST;Français;100.7;Ensemble;254;48.6;13.5;15.3;18.4;18.7;16.2;17.9
2019;06;44;GRAND EST;Français;100.7;Garçon;248;48.9;16.6;17.2;18.7;17.7;14.6;15.2
2019;06;44;GRAND EST;Mathématiques;100.7;Ensemble;249;50.8;16.3;17.7;19.4;17.4;13.1;16.2
2019;08;03;GUYANE;Mathématiques;72.6;Ensemble;202;47.6;53.2;20.2;11.8;7.6;3.6;3.6
2019;09;32;HAUTS-DE-FRANCE;Français;97.0;Fille;254;47.7;12.9;15.8;18.4;19.0;15.8;18.1
2019;09;32;HAUTS-DE-FRANCE;Mathématiques;97.0;Ensemble;242;49.6;19.7;19.8;19.7;16.3;11.6;12.9
2019;10;11;ILE-DE-FRANCE;Français;110.7;Fille;266;48.4;8.6;12.1;16.5;19.1;18.5;25.1
2019;11;04;LA REUNION;Mathématiques;82.8;Fille;235;46.6;22.9;24.2;19.9;14.5;8.7;9.9
2019;12;02;MARTINIQUE;Mathématiques;93.3;Fille;232;48.1;26.1;21.6;19.7;14.6;9.0;8.9
2019;12;02;MARTINIQUE;Mathématiques;93.3;Garçon;225;53.5;34.8;18.9;15.4;12.8;8.2;9.8
2019;13;06;MAYOTTE;Français;68.1;Garçon;176;55.4;71.8;12.2;7.4;4.2;2.6;1.8
2019;16;76;OCCITANIE;Français;105.3;Fille;263;47.8;9.3;12.3;17.6;19.6;18.3;22.9
2019;16;76;OCCITANIE;Français;105.3;Garçon;250;49.6;16.1;16.0;18.3;17.9;15.1;16.6
2019;17;52;PAYS DE LA LOIRE;Mathématiques;107.3;Ensemble;256;50.9;12.6;15.6;19.4;18.7;14.7;19.0
2019;17;52;PAYS DE LA LOIRE;Mathématiques;107.3;Fille;254;47.7;11.3;16.2;21.0;20.0;14.5;16.9
2019;18;93;PROVENCE-ALPES-COTE D'AZUR;Français;103.9;Ensemble;255;48.9;13.0;14.9;18.3;18.6;16.4;18.8
2019;18;93;PROVENCE-ALPES-COTE D'AZUR;Mathématiques;103.9;Garçon;248;54.7;18.5;17.0;17.8;16.3;12.6;17.8
2020;01;84;AUVERGNE-RHONE-ALPES;Mathématiques;107.3;Fille;256;48.6;11.3;15.6;20.6;19.2;15.1;18.2
2020;02;27;BOURGOGNE-FRANCHE-COMTE;Français;102.4;Garçon;255;44.9;9.6;15.8;21.8;21.2;15.0;16.6
2020;03;53;BRETAGNE;Français;108.2;Ensemble;268;46.1;5.8;11.3;19.0;21.1;18.9;23.8
2020;03;53;BRETAGNE;Mathématiques;108.2;Fille;258;47.2;9.8;14.4;20.5;20.5;16.2;18.5
2020;03;53;BRETAGNE;Mathématiques;108.2;Garçon;263;51.4;10.6;12.7;17.5;18.5;17.0;23.7
2020;04;24;CENTRE-VAL DE LOIRE;Français;103.5;Garçon;255;44.6;9.5;16.3;22.3;20.6;15.1;16.2
2020;06;44;GRAND EST;Français;100.9;Ensemble;260;47.1;9.2;14.4;20.2;20.1;16.5;19.7
2020;06;44;GRAND EST;Français;100.9;Garçon;254;46.0;11.2;16.2;21.4;20.0;15.2;16.0
2020;06;44;GRAND EST;Mathématiques;100.9;Garçon;255;53.8;15.5;14.5;17.4;17.6;14.6;20.4
2020;09;32;HAUTS-DE-FRANCE;Français;97.2;Fille;258;46.4;9.1;15.5;21.0;20.0;15.9;18.6
2020;10;11;ILE-DE-FRANCE;Mathématiques;110.6;Ensemble;254;53.7;15.3;16.0;18.0;16.9;13.8;20.0
2020;10;11;ILE-DE-FRANCE;Mathématiques;110.6;Fille;252;50.5;14.3;17.3;19.6;17.6;13.6;17.6
2020;11;04;LA REUNION;Français;83.6;Ensemble;246;47.0;16.2;19.9;20.2;17.2;13.0;13.6
2020;11;04;LA REUNION;Français;83.6;Garçon;238;45.6;20.5;22.4;20.3;15.5;10.9;10.4
2020;11;04;LA REUNION;Mathématiques;83.6;Fille;232;45.7;25.6;22.6;20.3;14.9;8.1;8.5
2020;13;06;MAYOTTE;Français;68.1;Fille;191;43.3;63.4;17.3;9.7;5.6;2.4;1.6
2020;17;52;PAYS DE LA LOIRE;Français;107.4;Ensemble;264;46.4;7.3;12.6;19.5;21.1;17.6;21.9
2020;17;52;PAYS DE LA LOIRE;Français;107.4;Fille;271;46.2;5.1;10.4;17.8;21.2;19.5;26.0
2020;;;NATIONAL;Mathématiques;;Ensemble;253;52.1;15.4;15.9;18.7;17.7;14.0;18.3
2021;01;84;AUVERGNE-RHONE-ALPES;Français;107.8;Fille;272;45.8;4.4;10.1;18.1;21.1;19.4;26.9
2021;01;84;AUVERGNE-RHONE-ALPES;Français;107.8;Garçon;259;44.9;8.1;14.6;21.3;21.0;16.5;18.4
2021;01;84;AUVERGNE-RHONE-ALPES;Mathématiques;107.8;Fille;256;49.4;11.5;16.6;20.1;18.8;14.6;18.4
2021;01;84;AUVERGNE-RHONE-ALPES;Mathématiques;107.8;Garçon;264;55.3;12.0;12.8;16.4;17.8;15.7;25.3
2021;02;27;BOURGOGNE-FRANCHE-COMTE;Français;102.8;Ensemble;261;44.6;7.3;14.1;20.9;21.8;17.0;18.9
2021;02;27;BOURGOGNE-FRANCHE-COMTE;Mathématiques;102.8;Garçon;260;53.2;12.8;14.0;17.2;18.2;15.6;22.2
2021;04;24;CENTRE-VAL DE LOIRE;Français;103.7;Garçon;253;43.0;9.3;17.4;23.3;20.8;15.1;14.2
2021;06;44;GRAND EST;Mathématiques;101.3;Fille;250;49.1;14.7;17.8;20.8;18.2;13.2;15.3
2021;08;03;GUYANE;Français;71.7;Ensemble;214;46.3;42.9;19.5;15.7;10.1;6.8;4.9
2021;08;03;GUYANE;Français;71.7;Garçon;210;46.1;48.3;18.3;13.9;9.1;6.2;4.3
2021;09;32;HAUTS-DE-FRANCE;Mathématiques;97.8;Fille;243;47.7;18.3;20.0;20.8;17.0;11.6;12.5
2021;12;02;MARTINIQUE;Français;92.1;Garçon;241;47.2;19.9;18.2;20.8;16.2;13.6;11.3
2021;14;28;NORMANDIE;Français;101.9;Garçon;250;43.6;11.7;18.0;23.0;20.4;13.7;13.2
2021;14;28;NORMANDIE;Mathématiques;101.9;Fille;245;47.1;16.2;19.8;21.2;17.8;12.0;13.1
2021;14;28;NORMANDIE;Mathématiques;101.9;Garçon;253;52.0;15.6;15.6;18.0;17.8;14.5;18.4
2021;15;75;NOUVELLE-AQUITAINE;Français;106.5;Fille;270;46.0;5.4;10.8;18.3;21.0;19.3;25.2
2021;15;75;NOUVELLE-AQUITAINE;Mathématiques;106.5;Fille;252;48.5;13.0;17.2;20.4;18.9;13.9;16.6
2021;17;52;PAYS DE LA LOIRE;Mathématiques;108.0;Ensemble;261;51.8;11.1;14.5;18.2;18.5;15.9;21.8
2021;17;52;PAYS DE LA LOIRE;Mathématiques;108.0;Garçon;264;54.3;11.3;13.1;16.5;17.7;16.4;25.0
2021;;;NATIONAL;Mathématiques;;Fille;250;49.9;15.0;17.9;20.2;17.8;13.1;15.9
2022;01;84;AUVERGNE-RHONE-ALPES;Mathématiques;108.0;Garçon;265;54.6;10.5;14.4;17.6;17.3;14.9;25.4
2022;02;27;BOURGOGNE-FRANCHE-COMTE;Français;102.0;Garçon;250;44.5;12.7;18.3;22.2;19.6;13.6;13.6
2022;02;27;BOURGOGNE-FRANCHE-COMTE;Mathématiques;102.0;Ensemble;255;50.2;12.9;17.3;20.4;18.1;13.8;17.5
2022;05;94;CORSE;Mathématiques;102.3;Fille;248;45.5;14.1;20.3;20.8;18.6;13.2;13.0
2022;07;01;GUADELOUPE;Français;96.4;Ensemble;238;47.0;23.4;19.2;20.1;15.7;10.8;10.7
2022;08;03;GUYANE;Français;81.3;Ensemble;209;48.1;50.6;18.0;11.9;9.4;5.2;4.9
2022;08;03;GUYANE;Mathématiques;81.3;Ensemble;198;41.8;62.8;18.0;8.5;5.0;2.9;2.8
2022;09;32;HAUTS-DE-FRANCE;Français;98.4;Fille;255;45.9;10.9;16.7;20.7;19.6;15.4;16.7
2022;13;06;MAYOTTE;Français;73.7;Ensemble;185;39.7;72.1;14.4;6.9;3.5;2.0;1.1
2022;13;06;MAYOTTE;Français;73.7;Garçon;181;37.9;77.6;11.8;5.3;3.0;1.5;0.7
2022;13;06;MAYOTTE;Mathématiques;73.7;Fille;183;35.2;75.4;15.7;5.3;2.3;0.8;0.5
2022;14;28;NORMANDIE;Français;102.5;Garçon;245;43.9;14.9;20.1;22.1;18.4;13.0;11.6
2022;15;75;NOUVELLE-AQUITAINE;Français;106.8;Ensemble;259;46.9;9.9;15.3;19.9;19.6;16.0;19.2
2022;15;75;NOUVELLE-AQUITAINE;Mathématiques;106.8;Ensemble;256;51.5;13.1;16.6;19.2;18.0;13.8;19.3
2022;16;76;OCCITANIE;Mathématiques;106.7;Fille;251;49.5;14.3;18.4;21.0;17.7;12.7;15.9
2022;17;52;PAYS DE LA LOIRE;Français;107.7;Ensemble;259;45.9;9.1;15.3;20.2;20.2;16.4;18.9
2022;17;52;PAYS DE LA LOIRE;Français;107.7;Fille;265;46.4;7.0;13.3;18.7;20.5;18.0;22.6
2022;17;52;PAYS DE LA LOIRE;Français;107.7;Garçon;253;44.6;11.2;17.2;21.6;19.9;14.9;15.3
2022;;;NATIONAL;Mathématiques;;Ensemble;253;52.3;14.9;17.4;19.2;17.0;13.0;18.4
2023;01;84;AUVERGNE-RHONE-ALPES;Français;109.0;Fille;269;48.8;6.7;12.3;18.2;19.8;17.9;25.1
2023;01;84;AUVERGNE-RHONE-ALPES;Mathématiques;109.0;Fille;254;50.1;12.7;17.7;19.9;18.1;13.7;17.8
2023;02;27;BOURGOGNE-FRANCHE-COMTE;Mathématiques;102.4;Fille;250;47.7;14.1;19.3;21.1;18.4;12.4;14.7
2023;03;53;BRETAGNE;Français;110.6;Garçon;255;45.4;10.2;16.3;21.5;20.4;15.6;16.0
2023;03;53;BRETAGNE;Mathématiques;110.6;Ensemble;260;51.0;10.4;15.8;19.5;18.4;15.0;21.0
2023;04;24;CENTRE-VAL DE LOIRE;Français;103.1;Garçon;248;45.0;13.8;18.6;22.2;19.3;13.1;13.0
2023;08;03;GUYANE;Mathématiques;81.9;Garçon;197;45.3;63.9;16.4;8.3;5.6;2.6;3.2
2023;09;32;HAUTS-DE-FRANCE;Français;99.1;Garçon;243;44.5;16.4;20.2;22.4;18.3;11.7;11.0
2023;09;32;HAUTS-DE-FRANCE;Mathématiques;99.1;Garçon;253;52.1;14.8;17.9;18.6;17.3;13.2;18.2
2023;10;11;ILE-DE-FRANCE;Français;112.6;Ensemble;262;50.4;10.0;14.4;18.5;18.7;16.2;22.1
2023;10;11;ILE-DE-FRANCE;Mathématiques;112.6;Ensemble;256;55.7;15.0;17.1;18.2;16.1;12.8;20.9
2023;11;04;LA REUNION;Français;88.3;Fille;252;47.7;12.6;19.1;20.5;18.5;13.7;15.6
2023;12;02;MARTINIQUE;Mathématiques;101.3;Ensemble;232;48.8;27.2;22.1;18.3;13.9;8.5;10.0
2023;13;06;MAYOTTE;Français;70.0;Fille;195;41.9;62.6;18.3;8.8;5.6;2.8;1.9
2023;13;06;MAYOTTE;Français;70.0;Garçon;184;38.8;74.3;13.7;6.2;3.1;1.8;0.9
2023;14;28;NORMANDIE;Mathématiques;103.0;Fille;244;47.1;17.2;20.8;21.5;17.1;11.1;12.2
2023;14;28;NORMANDIE;Mathématiques;103.0;Garçon;255;52.3;14.4;17.3;18.9;17.4;13.1;18.9
2023;16;76;OCCITANIE;Français;107.2;Fille;266;48.2;7.3;13.2;18.6;19.8;17.8;23.3
2023;17;52;PAYS DE LA LOIRE;Mathématiques;108.8;Garçon;264;54.2;11.1;14.1;17.9;17.4;14.8;24.6
2023;18;93;PROVENCE-ALPES-COTE D'AZUR;Mathématiques;105.5;Garçon;259;53.5;12.5;15.8;18.2;17.4;14.2;21.8
2023;;;NATIONAL;Français;;Garçon;250;47.0;14.0;17.7;21.3;18.8;13.7;14.4
2024;01;84;AUVERGNE-RHONE-ALPES;Français;109.1;Garçon;256;48.4;11.8;15.4;20.4;20.2;14.9;17.2
2024;01;84;AUVERGNE-RHONE-ALPES;Mathématiques;109.1;Ensemble;260;53.5;12.0;16.0;18.6;17.7;14.1;21.6
2024;02;27;BOURGOGNE-FRANCHE-COMTE;Français;102.7;Fille;262;46.3;7.6;14.0;20.9;21.6;16.9;19.1
2024;02;27;BOURGOGNE-FRANCHE-COMTE;Mathématiques;102.7;Ensemble;255;50.8;12.7;17.4;19.8;18.0;13.5;18.7
2024;03;53;BRETAGNE;Mathématiques;110.7;Fille;254;48.4;11.6;17.5;21.2;18.8;14.0;17.1
2024;07;01;GUADELOUPE;Français;96.9;Garçon;232;48.4;28.3;19.8;18.9;14.8;9.0;9.2
2024;07;01;GUADELOUPE;Mathématiques;96.9;Garçon;231;52.9;32.5;19.7;16.0;12.0;8.4;11.3
2024;10;11;ILE-DE-FRANCE;Français;112.7;Ensemble;262;51.6;10.6;14.3;18.7;19.3;15.5;21.6
2024;10;11;ILE-DE-FRANCE;Mathématiques;112.7;Ensemble;256;56.0;15.3;17.1;18.2;15.9;12.6;21.0
2024;11;04;LA REUNION;Français;89.0;Garçon;237;46.7;22.6;20.2;21.2;15.9;10.1;10.0
2024;11;04;LA REUNION;Mathématiques;89.0;Fille;232;45.8;26.1;24.5;18.9;13.4;8.6;8.3
2024;12;02;MARTINIQUE;Français;100.5;Fille;251;50.8;15.8;15.1;21.3;18.6;13.3;15.8
2024;12;02;MARTINIQUE;Mathématiques;100.5;Ensemble;233;50.1;28.6;20.6;17.9;13.7;8.8;10.4
2024;12;02;MARTINIQUE;Mathématiques;100.5;Garçon;235;51.7;28.4;19.0;17.0;13.7;9.6;12.3
2024;13;06;MAYOTTE;Mathématiques;69.8;Fille;183;35.5;74.5;16.2;5.6;2.3;1.0;0.5
2024;13;06;MAYOTTE;Mathématiques;69.8;Garçon;181;40.6;76.1;14.1;5.0;2.6;1.0;1.1
2024;14;28;NORMANDIE;Français;103.3;Fille;256;47.0;10.4;15.8;21.2;21.2;14.8;16.6
2024;14;28;NORMANDIE;Mathématiques;103.3;Garçon;253;51.7;14.8;17.4;19.2;17.3;13.0;18.3
2024;15;75;NOUVELLE-AQUITAINE;Français;108.2;Ensemble;260;48.9;10.3;14.2;19.7;20.5;16.0;19.4
2024;15;75;NOUVELLE-AQUITAINE;Mathématiques;108.2;Ensemble;257;52.6;13.1;16.2;18.7;18.0;13.9;20.2
2024;16;76;OCCITANIE;Mathématiques;107.3;Ensemble;257;52.9;13.2;16.5;18.8;17.6;13.9;20.0
2024;16;76;OCCITANIE;Mathématiques;107.3;Fille;251;49.9;14.6;18.6;20.3;17.5;13.1;15.9
2024;17;52;PAYS DE LA LOIRE;Français;109.1;Ensemble;258;47.9;10.2;14.5;20.2;21.1;15.5;18.4
2024;17;52;PAYS DE LA LOIRE;Mathématiques;109.1;Garçon;263;54.5;11.3;14.2;18.0;17.3;14.8;24.3
2024;18;93;PROVENCE-ALPES-COTE D'AZUR;Mathématiques;105.4;Fille;248;49.8;16.2;19.2;20.1;17.2;12.4;15.0
2024;;;NATIONAL;Français;;Garçon;251;48.6;14.2;16.5;20.6;19.4;13.8;15.4
2025;02;27;BOURGOGNE-FRANCHE-COMTE;Français;102.7;Garçon;250;46.2;13.5;17.0;21.9;19.9;14.1;13.6
2025;03;53;BRETAGNE;Français;110.6;Ensemble;262;48.4;9.2;13.2;19.7;20.9;16.7;20.4
2025;03;53;BRETAGNE;Français;110.6;Fille;268;48.1;6.7;11.4;18.7;21.6;18.1;23.5
2025;03;53;BRETAGNE;Mathématiques;110.6;Ensemble;261;51.5;10.8;15.3;19.0;18.5;15.1;21.3
2025;04;24;CENTRE-VAL DE LOIRE;Français;103.5;Fille;260;46.9;9.0;14.6;20.8;21.2;16.2;18.3
2025;04;24;CENTRE-VAL DE LOIRE;Français;103.5;Garçon;247;46.4;15.3;18.5;21.5;18.9;13.0;12.7
2025;04;24;CENTRE-VAL DE LOIRE;Mathématiques;103.5;Ensemble;251;50.5;15.0;18.5;19.8;17.4;12.7;16.4
2025;04;24;CENTRE-VAL DE LOIRE;Mathématiques;103.5;Fille;246;47.6;15.9;20.4;21.2;17.8;11.5;13.1
2025;04;24;CENTRE-VAL DE LOIRE;Mathématiques;103.5;Garçon;256;52.6;14.2;16.7;18.5;17.0;13.9;19.7
2025;05;94;CORSE;Français;102.0;Garçon;253;46.5;12.0;16.2;22.6;19.5;14.2;15.4
2025;06;44;GRAND EST;Mathématiques;101.4;Ensemble;255;52.0;13.8;17.3;19.4;17.2;13.7;18.7
2025;06;44;GRAND EST;Mathématiques;101.4;Fille;249;49.2;15.2;19.6;20.8;17.2;12.2;15.0
2025;07;01;GUADELOUPE;Français;96.4;Ensemble;238;49.0;23.9;18.5;20.1;15.3;10.8;11.4
2025;09;32;HAUTS-DE-FRANCE;Français;99.8;Fille;254;46.2;11.3;16.4;21.1;20.8;14.8;15.6
2025;09;32;HAUTS-DE-FRANCE;Français;99.8;Garçon;245;46.3;16.8;18.5;21.2;19.1;12.5;11.8
2025;10;11;ILE-DE-FRANCE;Français;112.6;Ensemble;261;52.2;11.4;14.6;18.6;18.8;15.1;21.4
2025;11;04;LA REUNION;Français;89.6;Ensemble;242;47.5;19.8;20.3;20.6;16.6;11.1;11.6
2025;11;04;LA REUNION;Mathématiques;89.6;Fille;231;46.0;27.1;24.4;19.5;12.8;8.1;8.2
2025;11;04;LA REUNION;Mathématiques;89.6;Garçon;237;52.0;26.3;21.6;17.6;12.6;9.6;12.3
2025;13;06;MAYOTTE;Français;69.8;Ensemble;187;39.8;69.1;15.7;8.4;3.7;1.8;1.2
2025;17;52;PAYS DE LA LOIRE;Français;109.2;Ensemble;258;48.6;10.6;14.9;20.0;20.2;15.6;18.6
2025;18;93;PROVENCE-ALPES-COTE D'AZUR;Français;105.4;Fille;261;48.0;9.0;14.0;20.6;20.8;16.3;19.4
2025;;;NATIONAL;Mathématiques;106.2;Fille;248;50.2;16.5;19.2;20.0;16.9;12.2;15.2
2017;01;84;AUVERGNE-RHONE-ALPES;Français;107.5;Fille;261;49.4;8.5;14.9;20.1;19.7;16.2;20.6
2017;02;27;BOURGOGNE-FRANCHE-COMTE;Mathématiques;102.1;Ensemble;254;47.7;9.9;17.2;23.0;20.0;14.2;15.8
2017;03;53;BRETAGNE;Français;108.4;Ensemble;258;47.8;8.7;15.7;21.3;20.0;15.6;18.5
2017;03;53;BRETAGNE;Français;108.4;Fille;265;47.9;6.0;13.3;20.2;20.8;17.2;22.5
2017;03;53;BRETAGNE;Mathématiques;108.4;Ensemble;258;46.8;7.8;14.8;22.8;21.6;15.7;17.2
2017;04;24;CENTRE-VAL DE LOIRE;Français;103.4;Ensemble;249;46.8;12.3;19.7;22.6;18.7;12.8;13.9
2017;04;24;CENTRE-VAL DE LOIRE;Mathématiques;103.4;Ensemble;250;46.8;11.1;19.0;23.2;19.5;13.5;13.8
2017;04;24;CENTRE-VAL DE LOIRE;Mathématiques;103.4;Fille;248;44.9;11.3;20.0;23.5;19.7;13.3;12.2
2017;05;94;CORSE;Français;100.5;Ensemble;252;47.0;10.7;17.0;22.3;20.8;14.1;15.0
2017;05;94;CORSE;Français;100.5;Garçon;247;44.5;12.9;18.6;22.2;21.6;13.5;11.2
2017;05;94;CORSE;Mathématiques;100.5;Garçon;243;48.1;14.0;20.5;23.7;19.2;11.9;10.7
2017;07;01;GUADELOUPE;Français;88.8;Fille;238;51.8;21.6;20.4;19.6;16.1;11.1;11.2
2017;09;32;HAUTS-DE-FRANCE;Français;96.3;Garçon;237;45.4;19.1;23.6;22.2;16.1;10.0;9.0
2017;09;32;HAUTS-DE-FRANCE;Mathématiques;96.3;Fille;245;45.8;13.4;20.9;23.8;18.8;11.7;11.3
2017;12;02;MARTINIQUE;Mathématiques;92.8;Garçon;227;49.1;28.7;23.8;19.8;12.1;7.8;7.8
2017;15;75;NOUVELLE-AQUITAINE;Mathématiques;105.8;Fille;250;48.3;11.4;17.9;23.8;19.8;13.2;13.9
2017;15;75;NOUVELLE-AQUITAINE;Mathématiques;105.8;Garçon;254;51.6;11.1;16.6;21.4;19.4;14.4;17.1
2017;18;93;PROVENCE-ALPES-COTE D'AZUR;Français;104.1;Fille;255;48.6;10.5;17.1;21.0;19.1;14.8;17.4
2017;18;93;PROVENCE-ALPES-COTE D'AZUR;Français;104.1;Garçon;243;47.0;15.8;20.6;22.4;17.8;11.5;12.0
2017;18;93;PROVENCE-ALPES-COTE D'AZUR;Mathématiques;104.1;Ensemble;250;48.2;12.0;18.5;22.8;19.3;13.0;14.4
2017;18;93;PROVENCE-ALPES-COTE D'AZUR;Mathématiques;104.1;Fille;248;46.4;12.0;19.5;23.7;19.5;12.5;12.9
2017;;;NATIONAL;Français;;Ensemble;250;50.0;13.3;18.4;20.9;18.3;13.5;15.6
2017;;;NATIONAL;Français;;Fille;256;50.3;10.5;16.5;20.5;19.1;14.9;18.6
2017;;;NATIONAL;Français;;Garçon;244;48.9;16.1;20.2;21.4;17.5;12.1;12.7
2017;;;NATIONAL;Mathématiques;;Ensemble;250;50.0;12.7;18.1;22.2;18.9;13.2;15.0
2018;01;84;AUVERGNE-RHONE-ALPES;Français;107.3;Garçon;252;49.2;12.1;17.5;22.3;18.4;13.3;16.3
2018;01;84;AUVERGNE-RHONE-ALPES;Mathématiques;107.3;Garçon;258;51.3;11.1;14.6;19.4;19.6;15.6;19.8
2018;06;44;GRAND EST;Français;100.4;Ensemble;254;48.4;10.8;17.1;22.6;19.3;13.6;16.6
2018;07;01;GUADELOUPE;Mathématiques;88.3;Ensemble;223;46.0;31.0;24.1;20.3;12.5;6.3;5.7
2018;07;01;GUADELOUPE;Mathématiques;88.3;Fille;224;43.1;28.6;24.4;22.8;13.3;6.0;4.9
2018;07;01;GUADELOUPE;Mathématiques;88.3;Garçon;222;48.6;33.3;23.8;17.9;11.8;6.7;6.6
2018;08;03;GUYANE;Français;72.7;Ensemble;211;49.9;41.9;23.1;16.3;9.6;4.7;4.5
2018;08;03;GUYANE;Mathématiques;72.7;Garçon;200;51.2;53.5;19.4;12.2;7.4;4.0;3.6
2018;09;32;HAUTS-DE-FRANCE;Mathématiques;96.6;Ensemble;244;47.1;15.7;20.2;22.3;18.5;11.9;11.5
2018;10;11;ILE-DE-FRANCE;Français;110.7;Ensemble;258;52.4;11.1;16.0;20.7;17.9;13.8;20.4
2018;11;04;LA REUNION;Français;82.7;Fille;243;46.7;15.5;22.4;23.8;16.4;10.7;11.2
2018;11;04;LA REUNION;Mathématiques;82.7;Fille;229;39.6;21.8;26.9;25.2;14.2;6.9;5.1
2018;13;06;MAYOTTE;Français;68.1;Garçon;179;36.2;76.8;13.6;5.7;1.8;1.6;0.5
2018;13;06;MAYOTTE;Mathématiques;68.1;Ensemble;172;39.1;79.6;11.5;5.5;2.1;0.8;0.5
2018;14;28;NORMANDIE;Mathématiques;101.7;Fille;243;42.6;12.9;20.8;25.1;20.1;11.6;9.6
2018;15;75;NOUVELLE-AQUITAINE;Français;105.8;Ensemble;255;50.2;11.4;16.6;21.6;18.6;13.7;18.1
2018;15;75;NOUVELLE-AQUITAINE;Français;105.8;Garçon;250;48.7;13.4;18.1;22.3;18.2;12.7;15.3
2018;15;75;NOUVELLE-AQUITAINE;Mathématiques;105.8;Ensemble;250;47.6;12.1;17.5;22.2;19.9;14.0;14.2
2018;16;76;OCCITANIE;Français;105.3;Ensemble;254;51.2;12.0;17.2;21.1;18.3;13.5;17.8
2018;16;76;OCCITANIE;Mathématiques;105.3;Ensemble;251;48.8;12.4;17.2;22.1;19.7;13.7;15.0
2018;16;76;OCCITANIE;Mathématiques;105.3;Fille;246;44.6;12.3;19.3;24.5;20.1;12.6;11.2
2018;16;76;OCCITANIE;Mathématiques;105.3;Garçon;255;52.2;12.4;15.3;19.7;19.3;14.6;18.7
2018;18;93;PROVENCE-ALPES-COTE D'AZUR;Français;104.0;Fille;260;50.1;9.2;14.7;21.2;19.7;14.9;20.2
2018;;;NATIONAL;Mathématiques;;Garçon;253;52.0;13.9;16.2;19.5;18.5;14.3;17.6
