session,voie,sexe,statut_du_candidat,academie,serie,inscrits,presents,admis_au_1er_groupe,refuses_au_1er_groupe,ajournes_passant_les_epreuves_du_rattrapage,admis_au_rattrapage,refuses_au_rattrapage,admis_totaux,mention_tb_avec_les_felicitations,mention_tb_sans_les_felicitations,mention_b,mention_ab,sans_mention,refuses_totaux
2025,bac_general,F,scolaire,limoges,general,1835,1835,1729,11,95,75,20,1804,42,201,460,639,462,31
2025,bac_general,F,scolaire,lyon,general,10487,10487,9823,110,554,400,154,10223,186,1310,2833,3354,2540,264
2025,bac_general,F,scolaire,martinique,general,1053,1053,956,11,86,75,11,1031,16,112,253,321,329,22
2025,bac_general,F,scolaire,mayotte,general,1495,1495,1233,74,188,100,88,1333,6,62,272,466,527,162
2025,bac_general,F,scolaire,montpellier,general,7851,7851,7487,68,296,218,78,7705,184,1109,2228,2493,1691,146
2025,bac_general,F,scolaire,nancy-metz,general,6256,6256,5889,51,316,231,85,6120,90,787,1621,2027,1595,136
2025,bac_general,F,scolaire,nantes,general,11879,11879,11372,76,431,318,113,11690,165,1527,3333,3985,2680,189
2025,bac_general,F,scolaire,nice,general,6705,6705,6237,86,382,277,105,6514,150,871,1780,2038,1675,191
2025,bac_general,F,scolaire,normandie,general,9364,9364,8683,107,574,415,159,9098,183,1196,2354,2796,2569,266
2025,bac_general,F,scolaire,orleans-tours,general,7072,7072,6653,53,366,262,104,6915,125,917,1876,2255,1742,157
2025,bac_general,F,scolaire,paris,general,8120,8120,7788,66,266,198,68,7986,275,1686,2595,2125,1305,134
2025,bac_general,F,scolaire,poitiers,general,4880,4880,4571,54,255,194,61,4765,75,573,1266,1574,1277,115
2025,bac_general,F,scolaire,reims,general,3650,3650,3319,61,270,181,89,3500,50,383,888,1094,1085,150
2025,bac_general,F,scolaire,rennes,general,10112,10112,9752,54,306,224,82,9976,134,1286,2853,3571,2132,136
2025,bac_general,F,scolaire,strasbourg,general,5473,5473,5199,52,222,159,63,5358,156,828,1615,1648,1111,115
2025,bac_general,F,scolaire,toulouse,general,8824,8824,8394,77,353,255,98,8649,182,1181,2455,2813,2018,175
2025,bac_general,F,scolaire,versailles,general,22221,22221,20463,361,1397,1031,366,21494,338,2986,5923,6702,5545,727
2025,bac_general,M,enseignement_a_distance,aix-marseille,general,56,56,40,9,7,4,3,44,1,1,7,8,27,12
2025,bac_general,M,enseignement_a_distance,amiens,general,19,19,10,5,4,1,3,11,0,0,2,3,6,8
2025,bac_general,M,enseignement_a_distance,besancon,general,11,11,8,0,3,3,0,11,0,1,1,2,7,0
2025,bac_general,M,enseignement_a_distance,bordeaux,general,53,50,34,6,10,4,6,38,0,2,6,5,25,12
2025,bac_general,M,enseignement_a_distance,clermont-ferrand,general,18,18,11,2,5,3,2,14,0,1,0,6,7,4
2025,bac_general,M,enseignement_a_distance,corse,general,4,4,2,0,2,2,0,4,0,0,0,0,4,0
2025,bac_general,M,enseignement_a_distance,creteil,general,60,52,31,12,9,6,3,37,0,1,6,3,27,15
2025,bac_general,M,enseignement_a_distance,dijon,general,17,17,7,4,6,5,1,12,0,0,3,2,7,5
2025,bac_general,M,enseignement_a_distance,grenoble,general,51,51,36,3,12,5,7,41,0,3,6,11,21,10
2025,bac_general,M,enseignement_a_distance,guadeloupe,general,4,4,3,0,1,0,1,3,0,0,0,3,0,1
2025,bac_general,M,enseignement_a_distance,guyane,general,1,1,1,0,0,0,0,1,0,0,0,1,0,0
2025,bac_general,M,enseignement_a_distance,la_reunion,general,9,9,2,6,1,1,0,3,1,0,0,0,2,6
2025,bac_general,M,enseignement_a_distance,lille,general,41,41,24,13,4,3,1,27,1,1,2,4,19,14
2025,bac_general,M,enseignement_a_distance,limoges,general,4,4,3,1,0,0,0,3,0,0,1,1,1,1
2025,bac_general,M,enseignement_a_distance,lyon,general,49,49,22,20,7,5,2,27,0,3,1,6,17,22
2025,bac_general,M,enseignement_a_distance,martinique,general,4,4,3,0,1,0,1,3,0,0,1,0,2,1
2025,bac_general,M,enseignement_a_distance,montpellier,general,45,42,20,10,12,10,2,30,0,0,4,8,18,12
2025,bac_general,M,enseignement_a_distance,nancy-metz,general,21,17,10,3,4,2,2,12,0,1,0,6,5,5
2025,bac_general,M,enseignement_a_distance,nantes,general,30,29,16,7,6,3,3,19,0,3,2,5,9,10
2025,bac_general,M,enseignement_a_distance,nice,general,63,63,38,14,11,4,7,42,0,1,6,9,26,21
2025,bac_general,M,enseignement_a_distance,normandie,general,37,37,20,13,4,1,3,21,0,1,3,8,9,16
2025,bac_general,M,enseignement_a_distance,orleans-tours,general,28,26,14,2,10,5,5,19,0,0,1,4,14,7
2025,bac_general,M,enseignement_a_distance,paris,general,32,29,18,6,5,2,3,20,0,0,2,12,6,9
2025,bac_general,M,enseignement_a_distance,poitiers,general,23,20,10,4,6,4,2,14,0,0,0,2,12,6
2025,bac_general,M,enseignement_a_distance,reims,general,14,14,9,2,3,1,2,10,0,1,0,3,6,4
2025,bac_general,M,enseignement_a_distance,rennes,general,39,37,26,5,6,1,5,27,0,1,0,10,16,10
2025,bac_general,M,enseignement_a_distance,strasbourg,general,19,19,13,2,4,3,1,16,0,0,1,5,10,3
2025,bac_general,M,enseignement_a_distance,toulouse,general,39,39,24,10,5,5,0,29,0,0,2,9,18,10
2025,bac_general,M,enseignement_a_distance,versailles,general,98,87,49,19,19,17,2,66,0,2,2,20,42,21
2025,bac_general,M,individuel,aix-marseille,general,133,69,31,23,15,7,8,38,0,2,9,9,18,31
2025,bac_general,M,individuel,amiens,general,50,26,2,13,11,6,5,8,0,0,0,1,7,18
2025,bac_general,M,individuel,besancon,general,16,11,6,2,3,3,0,9,0,1,0,2,6,2
2025,bac_general,M,individuel,bordeaux,general,107,58,20,26,12,10,2,30,0,0,1,4,25,28
2025,bac_general,M,individuel,clermont-ferrand,general,20,11,4,4,3,3,0,7,0,0,1,1,5,4
2025,bac_general,M,individuel,corse,general,8,6,1,2,3,3,0,4,0,0,0,0,4,2
2025,bac_general,M,individuel,creteil,general,306,168,44,81,43,32,11,76,0,0,4,14,58,92
2025,bac_general,M,individuel,dijon,general,33,20,5,8,7,4,3,9,0,0,0,1,8,11
2025,bac_general,M,individuel,grenoble,general,108,96,28,47,21,10,11,38,0,1,6,5,26,58
2025,bac_general,M,individuel,guadeloupe,general,17,14,7,6,1,1,0,8,0,0,2,2,4,6
2025,bac_general,M,individuel,guyane,general,8,6,0,6,0,0,0,0,0,0,0,0,0,6
2025,bac_general,M,individuel,la_reunion,general,15,15,6,4,5,3,2,9,0,1,2,0,6,6
2025,bac_general,M,individuel,lille,general,122,85,42,24,19,13,6,55,0,7,8,10,30,30
2025,bac_general,M,individuel,limoges,general,14,14,3,10,1,1,0,4,0,0,1,0,3,10
2025,bac_general,M,individuel,lyon,general,201,133,67,35,31,18,13,85,0,5,7,20,53,48
2025,bac_general,M,individuel,martinique,general,12,9,2,6,1,1,0,3,0,0,0,0,3,6
2025,bac_general,M,individuel,mayotte,general,42,26,0,21,5,4,1,4,0,0,0,0,4,22
2025,bac_general,M,individuel,montpellier,general,140,106,75,17,14,10,4,85,1,8,12,23,41,21
2025,bac_general,M,individuel,nancy-metz,general,75,57,31,14,12,4,8,35,0,5,7,12,11,22
2025,bac_general,M,individuel,nantes,general,134,93,54,26,13,7,6,61,0,5,14,10,32,32
2025,bac_general,M,individuel,nice,general,147,143,61,50,32,23,9,84,1,2,9,15,57,59
2025,bac_general,M,individuel,normandie,general,90,69,44,17,8,5,3,49,0,3,8,13,25,20
2025,bac_general,M,individuel,orleans-tours,general,92,54,20,19,15,7,8,27,0,2,6,5,14,27
2025,bac_general,M,individuel,paris,general,388,310,186,52,72,53,19,239,1,9,28,65,136,71
2025,bac_general,M,individuel,poitiers,general,28,17,4,12,1,1,0,5,0,0,1,1,3,12
2025,bac_general,M,individuel,reims,general,38,27,11,8,8,2,6,13,0,0,1,1,11,14
2025,bac_general,M,individuel,rennes,general,98,64,37,17,10,4,6,41,1,4,5,11,20,23
2025,bac_general,M,individuel,strasbourg,general,82,62,35,15,12,7,5,42,0,0,13,8,21,20
2025,bac_general,M,individuel,toulouse,general,100,60,20,18,22,12,10,32,0,0,2,5,25,28
2025,bac_general,M,individuel,versailles,general,554,379,201,111,67,37,30,238,1,15,27,76,119,141
2025,bac_general,M,scolaire,aix-marseille,general,7580,7580,6946,116,518,391,127,7337,152,897,1695,2370,2223,243
2025,bac_general,M,scolaire,amiens,general,4376,4376,3842,90,444,315,129,4157,62,381,789,1333,1592,219
2025,bac_general,M,scolaire,besancon,general,2579,2579,2274,48,257,176,81,2450,27,233,489,810,891,129
2025,bac_general,M,scolaire,bordeaux,general,8350,8350,7465,136,749,550,199,8015,99,831,1728,2630,2727,335
2025,bac_general,M,scolaire,clermont-ferrand,general,2790,2790,2509,32,249,184,65,2693,26,287,559,895,926,97
2025,bac_general,M,scolaire,corse,general,712,712,632,12,68,60,8,692,19,72,158,201,242,20
2025,bac_general,M,scolaire,creteil,general,12577,12577,10149,540,1888,1502,386,11651,105,827,1992,3395,5332,926
2025,bac_general,M,scolaire,dijon,general,3413,3413,3041,48,324,246,78,3287,36,297,662,1073,1219,126
2025,bac_general,M,scolaire,grenoble,general,8346,8346,7693,112,541,383,158,8076,115,999,1916,2661,2385,270
2025,bac_general,M,scolaire,guadeloupe,general,1066,1066,859,41,166,142,24,1001,8,77,158,287,471,65
2025,bac_general,M,scolaire,guyane,general,645,645,468,53,124,104,20,572,5,45,76,136,310,73
2025,bac_general,M,scolaire,la_reunion,general,2261,2261,1973,42,246,201,45,2174,36,193,422,652,871,87
2025,bac_general,M,scolaire,lille,general,10153,10153,9125,192,836,658,178,9783,242,1118,2256,3002,3165,370
2025,bac_general,M,scolaire,limoges,general,1353,1353,1259,9,85,65,20,1324,17,125,262,445,475,29
2025,bac_general,M,scolaire,lyon,general,8212,8212,7329,191,692,506,186,7835,114,883,1872,2478,2488,377
2025,bac_general,M,scolaire,martinique,general,768,768,661,8,99,89,10,750,7,56,119,238,330,18
2025,bac_general,M,scolaire,mayotte,general,807,807,635,54,118,68,50,703,2,25,90,233,353,104
2025,bac_general,M,scolaire,montpellier,general,6399,6399,5855,95,449,343,106,6198,123,694,1392,2078,1911,201
2025,bac_general,M,scolaire,nancy-metz,general,4876,4876,4389,79,408,306,102,4695,65,515,1023,1487,1605,181
2025,bac_general,M,scolaire,nantes,general,9056,9056,8426,80,550,401,149,8827,96,854,2057,3121,2699,229
2025,bac_general,M,scolaire,nice,general,5397,5397,4776,134,487,344,143,5120,91,522,1186,1570,1751,277
2025,bac_general,M,scolaire,normandie,general,7508,7508,6676,136,696,497,199,7173,97,651,1496,2270,2659,335
2025,bac_general,M,scolaire,orleans-tours,general,5603,5603,5100,56,447,315,132,5415,97,559,1203,1730,1826,188
2025,bac_general,M,scolaire,paris,general,7198,7198,6718,95,385,293,92,7011,181,1311,1945,1899,1675,187
2025,bac_general,M,scolaire,poitiers,general,3824,3824,3460,66,298,226,72,3686,46,329,837,1182,1292,138
2025,bac_general,M,scolaire,reims,general,2922,2922,2550,54,318,217,101,2767,38,232,549,857,1091,155
2025,bac_general,M,scolaire,rennes,general,7838,7838,7406,40,392,297,95,7703,80,740,1841,2841,2201,135
2025,bac_general,M,scolaire,strasbourg,general,4609,4609,4175,79,355,248,107,4423,93,547,1069,1405,1309,186
2025,bac_general,M,scolaire,toulouse,general,7370,7370,6783,77,510,380,130,7163,129,815,1725,2317,2177,207
2025,bac_general,M,scolaire,versailles,general,19308,19308,16765,558,1985,1482,503,18247,210,1998,4145,5486,6408,1061
2025,bac_professionnel,F,apprentissage,aix-marseille,pro_prod,91,87,77,9,1,1,0,78,0,5,15,20,38,9
2025,bac_professionnel,F,apprentissage,aix-marseille,pro_serv,137,133,108,19,6,4,2,112,1,9,34,27,41,21
2025,bac_professionnel,F,apprentissage,amiens,pro_prod,85,80,76,3,1,1,0,77,0,2,7,28,40,3
2025,bac_professionnel,F,apprentissage,amiens,pro_serv,138,136,113,14,9,6,3,119,1,9,18,37,54,17
2025,bac_professionnel,F,apprentissage,besancon,pro_prod,81,81,74,6,1,1,0,75,0,5,15,20,35,6
2025,bac_professionnel,F,apprentissage,besancon,pro_serv,126,126,101,15,10,5,5,106,1,4,24,36,41,20
2025,bac_professionnel,F,apprentissage,bordeaux,pro_prod,106,102,92,9,1,0,1,92,2,8,19,32,31,10
2025,bac_professionnel,F,apprentissage,bordeaux,pro_serv,246,241,196,32,13,11,2,207,0,10,45,77,75,34
2025,bac_professionnel,F,apprentissage,clermont-ferrand,pro_prod,58,58,51,6,1,1,0,52,2,4,6,18,22,6
2025,bac_professionnel,F,apprentissage,clermont-ferrand,pro_serv,105,105,82,16,7,2,5,84,2,4,26,29,23,21
2025,bac_professionnel,F,apprentissage,corse,pro_prod,2,1,1,0,0,0,0,1,0,0,0,1,0,0
2025,bac_professionnel,F,apprentissage,corse,pro_serv,16,15,13,2,0,0,0,13,0,1,2,2,8,2
2025,bac_professionnel,F,apprentissage,creteil,pro_prod,135,132,113,15,4,4,0,117,5,17,19,30,46,15
2025,bac_professionnel,F,apprentissage,creteil,pro_serv,105,101,89,10,2,1,1,90,1,7,31,33,18,11
2025,bac_professionnel,F,apprentissage,dijon,pro_prod,83,81,70,7,4,2,2,72,0,5,9,28,30,9
2025,bac_professionnel,F,apprentissage,dijon,pro_serv,83,82,63,7,12,3,9,66,0,5,10,26,25,16
2025,bac_professionnel,F,apprentissage,grenoble,pro_prod,79,79,71,5,3,2,1,73,5,8,17,22,21,6
2025,bac_professionnel,F,apprentissage,grenoble,pro_serv,281,278,250,17,11,5,6,255,3,18,58,79,97,23
2025,bac_professionnel,F,apprentissage,guadeloupe,pro_prod,1,1,0,0,1,1,0,1,0,0,0,0,1,0
2025,bac_professionnel,F,apprentissage,guadeloupe,pro_serv,33,33,26,5,2,1,1,27,0,2,6,7,12,6
2025,bac_professionnel,F,apprentissage,guyane,pro_serv,31,27,11,15,1,1,0,12,0,0,3,5,4,15
2025,bac_professionnel,F,apprentissage,la_reunion,pro_prod,3,3,3,0,0,0,0,3,0,1,0,0,2,0
2025,bac_professionnel,F,apprentissage,la_reunion,pro_serv,4,4,4,0,0,0,0,4,0,0,1,2,1,0
2025,bac_professionnel,F,apprentissage,lille,pro_prod,184,175,159,15,1,1,0,160,4,12,33,43,68,15
2025,bac_professionnel,F,apprentissage,lille,pro_serv,241,225,178,39,8,4,4,182,1,10,41,59,71,43
2025,bac_professionnel,F,apprentissage,limoges,pro_prod,26,24,20,4,0,0,0,20,0,1,1,11,7,4
2025,bac_professionnel,F,apprentissage,limoges,pro_serv,46,46,43,2,1,1,0,44,0,1,12,20,11,2
2025,bac_professionnel,F,apprentissage,lyon,pro_prod,90,90,77,12,1,0,1,77,4,3,29,23,18,13
2025,bac_professionnel,F,apprentissage,lyon,pro_serv,259,250,216,21,13,9,4,225,3,12,57,84,69,25
2025,bac_professionnel,F,apprentissage,martinique,pro_prod,10,7,4,3,0,0,0,4,0,1,1,0,2,3
2025,bac_professionnel,F,apprentissage,martinique,pro_serv,4,4,2,0,2,1,1,3,0,0,0,0,3,1
2025,bac_professionnel,F,apprentissage,mayotte,pro_serv,16,16,12,3,1,1,0,13,0,2,1,6,4,3
2025,bac_professionnel,F,apprentissage,montpellier,pro_prod,46,45,39,6,0,0,0,39,1,8,11,8,11,6
2025,bac_professionnel,F,apprentissage,montpellier,pro_serv,106,106,87,17,2,2,0,89,0,8,22,28,31,17
2025,bac_professionnel,F,apprentissage,nancy-metz,pro_prod,94,92,78,13,1,1,0,79,2,8,15,32,22,13
2025,bac_professionnel,F,apprentissage,nancy-metz,pro_serv,124,124,110,12,2,2,0,112,2,10,26,43,31,12
2025,bac_professionnel,F,apprentissage,nantes,pro_prod,243,242,220,19,3,3,0,223,6,11,46,73,87,19
2025,bac_professionnel,F,apprentissage,nantes,pro_serv,527,518,448,44,26,18,8,466,1,34,99,189,143,52
2025,bac_professionnel,F,apprentissage,nice,pro_prod,26,25,22,2,1,1,0,23,3,3,1,6,10,2
2025,bac_professionnel,F,apprentissage,nice,pro_serv,105,104,82,14,8,6,2,88,0,7,14,31,36,16
2025,bac_professionnel,F,apprentissage,normandie,pro_prod,244,240,214,25,1,1,0,215,1,15,37,81,81,25
2025,bac_professionnel,F,apprentissage,normandie,pro_serv,285,283,224,43,16,12,4,236,2,11,32,88,103,47
2025,bac_professionnel,F,apprentissage,orleans-tours,pro_prod,92,89,75,13,1,1,0,76,2,5,7,30,32,13
2025,bac_professionnel,F,apprentissage,orleans-tours,pro_serv,183,175,134,33,8,3,5,137,0,3,30,48,56,38
2025,bac_professionnel,F,apprentissage,paris,pro_prod,71,70,65,4,1,0,1,65,0,14,23,13,15,5
2025,bac_professionnel,F,apprentissage,paris,pro_serv,207,198,158,30,10,7,3,165,2,12,35,46,70,33
2025,bac_professionnel,F,apprentissage,poitiers,pro_prod,70,69,62,6,1,1,0,63,0,2,17,23,21,6
2025,bac_professionnel,F,apprentissage,poitiers,pro_serv,215,211,182,16,13,10,3,192,0,7,33,70,82,19
2025,bac_professionnel,F,apprentissage,reims,pro_prod,49,49,33,12,4,3,1,36,0,4,11,11,10,13
2025,bac_professionnel,F,apprentissage,reims,pro_serv,69,67,55,9,3,2,1,57,0,2,14,19,22,10
2025,bac_professionnel,F,apprentissage,rennes,pro_prod,150,146,128,16,2,2,0,130,2,13,24,45,46,16
2025,bac_professionnel,F,apprentissage,rennes,pro_serv,248,246,208,26,12,9,3,217,1,13,42,84,77,29
2025,bac_professionnel,F,apprentissage,strasbourg,pro_prod,51,50,42,6,2,1,1,43,0,4,13,11,15,7
2025,bac_professionnel,F,apprentissage,strasbourg,pro_serv,182,182,151,17,14,9,5,160,5,9,37,53,56,22
2025,bac_professionnel,F,apprentissage,toulouse,pro_prod,90,90,84,5,1,1,0,85,4,9,26,31,15,5
2025,bac_professionnel,F,apprentissage,toulouse,pro_serv,188,186,158,26,2,1,1,159,0,13,44,53,49,27
2025,bac_professionnel,F,apprentissage,versailles,pro_prod,133,129,109,18,2,1,1,110,1,15,39,28,27,19
2025,bac_professionnel,F,apprentissage,versailles,pro_serv,227,223,184,31,8,6,2,190,0,9,52,52,77,33
2025,bac_professionnel,F,enseignement_a_distance,aix-marseille,pro_prod,2,1,0,1,0,0,0,0,0,0,0,0,0,1
2025,bac_professionnel,F,enseignement_a_distance,aix-marseille,pro_serv,21,10,7,3,0,0,0,7,0,0,1,2,4,3
2025,bac_professionnel,F,enseignement_a_distance,besancon,pro_serv,6,6,2,4,0,0,0,2,0,0,0,1,1,4
2025,bac_professionnel,F,enseignement_a_distance,bordeaux,pro_prod,2,2,2,0,0,0,0,2,0,0,0,1,1,0
2025,bac_professionnel,F,enseignement_a_distance,bordeaux,pro_serv,31,23,10,13,0,0,0,10,0,0,0,4,6,13
2025,bac_professionnel,F,enseignement_a_distance,clermont-ferrand,pro_serv,2,2,1,1,0,0,0,1,0,0,0,0,1,1
2025,bac_professionnel,F,enseignement_a_distance,creteil,pro_serv,28,16,11,5,0,0,0,11,0,0,2,4,5,5
2025,bac_professionnel,F,enseignement_a_distance,dijon,pro_serv,4,2,1,0,1,1,0,2,0,0,1,0,1,0
2025,bac_professionnel,F,enseignement_a_distance,grenoble,pro_prod,2,1,0,1,0,0,0,0,0,0,0,0,0,1
2025,bac_professionnel,F,enseignement_a_distance,grenoble,pro_serv,24,16,9,6,1,1,0,10,0,0,0,3,7,6
2025,bac_professionnel,F,enseignement_a_distance,guadeloupe,pro_serv,2,2,2,0,0,0,0,2,0,0,0,0,2,0
2025,bac_professionnel,F,enseignement_a_distance,guyane,pro_serv,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,bac_professionnel,F,enseignement_a_distance,lille,pro_serv,14,4,2,2,0,0,0,2,0,0,0,1,1,2
2025,bac_professionnel,F,enseignement_a_distance,montpellier,pro_prod,1,1,1,0,0,0,0,1,0,0,1,0,0,0
2025,bac_professionnel,F,enseignement_a_distance,montpellier,pro_serv,15,9,3,6,0,0,0,3,0,0,0,2,1,6
2025,bac_professionnel,F,enseignement_a_distance,nancy-metz,pro_serv,24,21,13,8,0,0,0,13,0,0,0,7,6,8
2025,bac_professionnel,F,enseignement_a_distance,nantes,pro_serv,22,17,13,3,1,0,1,13,0,0,1,8,4,4
2025,bac_professionnel,F,enseignement_a_distance,nice,pro_serv,25,15,11,4,0,0,0,11,0,0,0,5,6,4
2025,bac_professionnel,F,enseignement_a_distance,normandie,pro_prod,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,bac_professionnel,F,enseignement_a_distance,normandie,pro_serv,9,9,1,8,0,0,0,1,0,0,1,0,0,8
2025,bac_professionnel,F,enseignement_a_distance,paris,pro_serv,8,3,1,2,0,0,0,1,0,0,0,1,0,2
2025,bac_professionnel,F,enseignement_a_distance,poitiers,pro_serv,8,5,1,4,0,0,0,1,0,0,0,0,1,4
2025,bac_professionnel,F,enseignement_a_distance,reims,pro_serv,8,7,2,4,1,0,1,2,0,0,0,1,1,5
2025,bac_professionnel,F,enseignement_a_distance,rennes,pro_serv,18,11,5,4,2,0,2,5,0,0,2,2,1,6
2025,bac_professionnel,F,enseignement_a_distance,strasbourg,pro_prod,1,1,1,0,0,0,0,1,0,0,0,1,0,0
2025,bac_professionnel,F,enseignement_a_distance,strasbourg,pro_serv,13,11,9,0,2,2,0,11,0,0,2,2,7,0
2025,bac_professionnel,F,enseignement_a_distance,toulouse,pro_prod,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,bac_professionnel,F,enseignement_a_distance,toulouse,pro_serv,20,13,8,4,1,1,0,9,0,1,1,4,3,4
2025,bac_professionnel,F,enseignement_a_distance,versailles,pro_prod,4,3,2,1,0,0,0,2,0,0,2,0,0,1
2025,bac_professionnel,F,enseignement_a_distance,versailles,pro_serv,31,18,12,6,0,0,0,12,0,0,1,5,6,6
2025,bac_professionnel,F,formation_continue,aix-marseille,pro_prod,6,5,5,0,0,0,0,5,0,1,2,2,0,0
2025,bac_professionnel,F,formation_continue,aix-marseille,pro_serv,30,28,15,11,2,2,0,17,0,3,4,3,7,11
2025,bac_professionnel,F,formation_continue,amiens,pro_prod,3,3,3,0,0,0,0,3,0,2,1,0,0,0
2025,bac_professionnel,F,formation_continue,amiens,pro_serv,1,1,1,0,0,0,0,1,1,0,0,0,0,0
2025,bac_professionnel,F,formation_continue,besancon,pro_prod,1,1,1,0,0,0,0,1,0,0,0,0,1,0
2025,bac_professionnel,F,formation_continue,besancon,pro_serv,2,2,2,0,0,0,0,2,0,0,2,0,0,0
2025,bac_professionnel,F,formation_continue,bordeaux,pro_prod,9,9,8,1,0,0,0,8,0,1,1,0,6,1
2025,bac_professionnel,F,formation_continue,bordeaux,pro_serv,23,23,18,4,1,0,1,18,1,1,1,7,8,5
2025,bac_professionnel,F,formation_continue,clermont-ferrand,pro_prod,5,4,4,0,0,0,0,4,0,0,0,1,3,0
2025,bac_professionnel,F,formation_continue,clermont-ferrand,pro_serv,1,1,1,0,0,0,0,1,0,0,1,0,0,0
2025,bac_professionnel,F,formation_continue,creteil,pro_prod,6,6,6,0,0,0,0,6,0,1,1,2,2,0
2025,bac_professionnel,F,formation_continue,creteil,pro_serv,15,15,11,3,1,1,0,12,0,3,3,3,3,3
2025,bac_professionnel,F,formation_continue,dijon,pro_prod,2,2,1,1,0,0,0,1,0,1,0,0,0,1
2025,bac_professionnel,F,formation_continue,dijon,pro_serv,1,1,1,0,0,0,0,1,0,1,0,0,0,0
2025,bac_professionnel,F,formation_continue,grenoble,pro_prod,5,5,5,0,0,0,0,5,0,1,1,0,3,0
2025,bac_professionnel,F,formation_continue,grenoble,pro_serv,1,1,1,0,0,0,0,1,0,0,0,0,1,0
2025,bac_professionnel,F,formation_continue,guadeloupe,pro_serv,3,3,2,1,0,0,0,2,0,0,0,1,1,1
2025,bac_professionnel,F,formation_continue,guyane,pro_serv,8,6,5,1,0,0,0,5,0,0,0,3,2,1
2025,bac_professionnel,F,formation_continue,la_reunion,pro_prod,17,14,11,3,0,0,0,11,0,0,0,0,11,3
2025,bac_professionnel,F,formation_continue,lille,pro_prod,4,4,4,0,0,0,0,4,0,2,0,0,2,0
2025,bac_professionnel,F,formation_continue,lille,pro_serv,7,7,7,0,0,0,0,7,0,2,2,1,2,0
2025,bac_professionnel,F,formation_continue,limoges,pro_serv,5,5,4,1,0,0,0,4,0,1,1,1,1,1
2025,bac_professionnel,F,formation_continue,lyon,pro_prod,2,1,1,0,0,0,0,1,0,0,0,0,1,0
2025,bac_professionnel,F,formation_continue,lyon,pro_serv,13,13,12,1,0,0,0,12,0,1,6,4,1,1
2025,bac_professionnel,F,formation_continue,montpellier,pro_prod,3,3,3,0,0,0,0,3,0,0,0,0,3,0
2025,bac_professionnel,F,formation_continue,montpellier,pro_serv,3,3,3,0,0,0,0,3,0,0,0,1,2,0
2025,bac_professionnel,F,formation_continue,nancy-metz,pro_prod,2,2,2,0,0,0,0,2,0,0,1,0,1,0
2025,bac_professionnel,F,formation_continue,nancy-metz,pro_serv,23,22,21,1,0,0,0,21,1,7,5,6,2,1
2025,bac_professionnel,F,formation_continue,nantes,pro_prod,23,20,18,2,0,0,0,18,0,0,2,0,16,2
2025,bac_professionnel,F,formation_continue,nice,pro_prod,4,4,4,0,0,0,0,4,2,0,1,1,0,0
2025,bac_professionnel,F,formation_continue,nice,pro_serv,36,34,32,2,0,0,0,32,0,4,10,11,7,2
2025,bac_professionnel,F,formation_continue,normandie,pro_prod,16,15,15,0,0,0,0,15,0,3,6,3,3,0
2025,bac_professionnel,F,formation_continue,normandie,pro_serv,12,11,11,0,0,0,0,11,0,3,4,2,2,0
2025,bac_professionnel,F,formation_continue,orleans-tours,pro_prod,29,29,28,1,0,0,0,28,0,0,7,7,14,1
2025,bac_professionnel,F,formation_continue,orleans-tours,pro_serv,13,10,7,3,0,0,0,7,0,0,2,3,2,3
2025,bac_professionnel,F,formation_continue,paris,pro_prod,15,12,11,1,0,0,0,11,0,0,0,1,10,1
2025,bac_professionnel,F,formation_continue,paris,pro_serv,16,13,4,7,2,2,0,6,0,0,1,0,5,7
2025,bac_professionnel,F,formation_continue,poitiers,pro_serv,1,1,1,0,0,0,0,1,0,0,1,0,0,0
2025,bac_professionnel,F,formation_continue,reims,pro_prod,2,2,2,0,0,0,0,2,0,0,2,0,0,0
2025,bac_professionnel,F,formation_continue,reims,pro_serv,8,8,7,0,1,1,0,8,0,1,4,1,2,0
2025,bac_professionnel,F,formation_continue,rennes,pro_prod,1,1,1,0,0,0,0,1,0,0,0,0,1,0
2025,bac_professionnel,F,formation_continue,rennes,pro_serv,1,1,1,0,0,0,0,1,0,0,0,1,0,0
2025,bac_professionnel,F,formation_continue,strasbourg,pro_prod,3,3,3,0,0,0,0,3,0,0,2,0,1,0
2025,bac_professionnel,F,formation_continue,strasbourg,pro_serv,2,2,2,0,0,0,0,2,0,2,0,0,0,0
2025,bac_professionnel,F,formation_continue,toulouse,pro_prod,12,12,11,1,0,0,0,11,0,1,0,1,9,1
2025,bac_professionnel,F,formation_continue,toulouse,pro_serv,2,2,2,0,0,0,0,2,0,1,1,0,0,0
2025,bac_professionnel,F,formation_continue,versailles,pro_prod,5,5,5,0,0,0,0,5,0,2,1,0,2,0
2025,bac_professionnel,F,formation_continue,versailles,pro_serv,14,13,12,1,0,0,0,12,0,2,5,3,2,1
2025,bac_professionnel,F,individuel,aix-marseille,pro_prod,14,12,9,2,1,0,1,9,0,0,0,0,9,3
2025,bac_professionnel,F,individuel,aix-marseille,pro_serv,50,37,24,12,1,0,1,24,0,0,0,3,21,13
2025,bac_professionnel,F,individuel,amiens,pro_prod,11,9,5,4,0,0,0,5,0,0,0,0,5,4
