session,voie,sexe,statut_du_candidat,academie,serie,inscrits,presents,admis_au_1er_groupe,refuses_au_1er_groupe,ajournes_passant_les_epreuves_du_rattrapage,admis_au_rattrapage,refuses_au_rattrapage,admis_totaux,mention_tb_avec_les_felicitations,mention_tb_sans_les_felicitations,mention_b,mention_ab,sans_mention,refuses_totaux
2021,bac_general,F,enseignement_a_distance,aix-marseille,general,74,70,66,2,2,0,2,66,0,16,20,22,8,4
2021,bac_general,F,enseignement_a_distance,amiens,general,33,33,30,2,1,0,1,30,0,3,13,6,8,3
2021,bac_general,F,enseignement_a_distance,besancon,general,26,25,23,2,0,0,0,23,0,2,15,6,0,2
2021,bac_general,F,enseignement_a_distance,bordeaux,general,63,61,56,4,1,0,1,56,1,14,22,13,6,5
2021,bac_general,F,enseignement_a_distance,clermont-ferrand,general,31,31,26,5,0,0,0,26,0,3,13,9,1,5
2021,bac_general,F,enseignement_a_distance,corse,general,10,10,10,0,0,0,0,10,0,3,4,2,1,0
2021,bac_general,F,enseignement_a_distance,creteil,general,72,71,65,4,2,1,1,66,2,12,27,19,6,5
2021,bac_general,F,enseignement_a_distance,dijon,general,21,19,16,1,2,0,2,16,0,4,7,2,3,3
2021,bac_general,F,enseignement_a_distance,grenoble,general,79,76,75,0,1,0,1,75,2,16,29,19,9,1
2021,bac_general,F,enseignement_a_distance,guadeloupe,general,7,7,6,0,1,1,0,7,0,1,3,1,2,0
2021,bac_general,F,enseignement_a_distance,guyane,general,6,6,5,1,0,0,0,5,0,0,2,1,2,1
2021,bac_general,F,enseignement_a_distance,la_reunion,general,17,16,16,0,0,0,0,16,0,5,6,3,2,0
2021,bac_general,F,enseignement_a_distance,lille,general,51,48,47,1,0,0,0,47,3,10,23,4,7,1
2021,bac_general,F,enseignement_a_distance,limoges,general,13,13,12,1,0,0,0,12,0,1,6,4,1,1
2021,bac_general,F,enseignement_a_distance,lyon,general,75,73,68,3,2,1,1,69,3,12,25,14,15,4
2021,bac_general,F,enseignement_a_distance,martinique,general,3,3,3,0,0,0,0,3,0,0,1,1,1,0
2021,bac_general,F,enseignement_a_distance,montpellier,general,63,63,61,2,0,0,0,61,1,13,20,21,6,2
2021,bac_general,F,enseignement_a_distance,nancy-metz,general,26,22,20,1,1,0,1,20,0,1,8,9,2,2
2021,bac_general,F,enseignement_a_distance,nantes,general,59,56,53,1,2,1,1,54,1,6,21,15,11,2
2021,bac_general,F,enseignement_a_distance,nice,general,58,56,50,2,4,0,4,50,0,13,20,8,9,6
2021,bac_general,F,enseignement_a_distance,normandie,general,50,48,43,4,1,0,1,43,1,9,8,14,11,5
2021,bac_general,F,enseignement_a_distance,orleans-tours,general,47,45,39,3,3,0,3,39,1,11,10,11,6,6
2021,bac_general,F,enseignement_a_distance,paris,general,55,55,55,0,0,0,0,55,2,15,16,14,8,0
2021,bac_general,F,enseignement_a_distance,poitiers,general,22,22,20,2,0,0,0,20,2,2,6,7,3,2
2021,bac_general,F,enseignement_a_distance,reims,general,15,15,13,2,0,0,0,13,0,1,4,4,4,2
2021,bac_general,F,enseignement_a_distance,rennes,general,58,51,49,1,1,1,0,50,1,9,16,13,11,1
2021,bac_general,F,enseignement_a_distance,strasbourg,general,20,20,20,0,0,0,0,20,3,6,6,2,3,0
2021,bac_general,F,enseignement_a_distance,toulouse,general,61,61,56,3,2,1,1,57,1,13,24,10,9,4
2021,bac_general,F,enseignement_a_distance,versailles,general,113,110,105,4,1,1,0,106,2,23,37,22,22,4
2021,bac_general,F,individuel,aix-marseille,general,130,90,61,21,8,8,0,69,0,10,12,12,35,21
2021,bac_general,F,individuel,amiens,general,56,55,28,21,6,3,3,31,0,4,10,6,11,24
2021,bac_general,F,individuel,besancon,general,42,31,23,4,4,2,2,25,0,3,7,7,8,6
2021,bac_general,F,individuel,bordeaux,general,106,74,43,19,12,8,4,51,0,2,7,14,28,23
2021,bac_general,F,individuel,clermont-ferrand,general,32,29,15,13,1,1,0,16,0,1,4,3,8,13
2021,bac_general,F,individuel,corse,general,5,3,3,0,0,0,0,3,0,0,1,0,2,0
2021,bac_general,F,individuel,creteil,general,234,167,93,44,30,19,11,112,2,5,25,22,58,55
2021,bac_general,F,individuel,dijon,general,39,30,19,11,0,0,0,19,0,0,8,7,4,11
2021,bac_general,F,individuel,grenoble,general,75,60,30,14,16,8,8,38,2,2,5,8,21,22
2021,bac_general,F,individuel,guadeloupe,general,11,9,7,0,2,1,1,8,0,2,1,4,1,1
2021,bac_general,F,individuel,guyane,general,6,3,0,0,3,3,0,3,0,0,0,0,3,0
2021,bac_general,F,individuel,la_reunion,general,15,10,6,4,0,0,0,6,0,0,1,4,1,4
2021,bac_general,F,individuel,lille,general,89,50,27,13,10,6,4,33,0,2,8,4,19,17
2021,bac_general,F,individuel,limoges,general,9,5,4,0,1,1,0,5,0,0,0,0,5,0
2021,bac_general,F,individuel,lyon,general,157,109,57,36,16,5,11,62,0,5,5,15,37,47
2021,bac_general,F,individuel,martinique,general,15,10,6,2,2,2,0,8,0,0,1,0,7,2
2021,bac_general,F,individuel,mayotte,general,31,19,0,14,5,1,4,1,0,0,0,0,1,18
2021,bac_general,F,individuel,montpellier,general,106,70,49,14,7,4,3,53,3,7,9,15,19,17
2021,bac_general,F,individuel,nancy-metz,general,47,33,10,14,9,5,4,15,0,1,0,3,11,18
2021,bac_general,F,individuel,nantes,general,114,93,60,24,9,4,5,64,0,4,5,20,35,29
2021,bac_general,F,individuel,nice,general,110,93,62,21,10,6,4,68,2,6,20,15,25,25
2021,bac_general,F,individuel,normandie,general,74,56,32,13,11,6,5,38,0,2,7,11,18,18
2021,bac_general,F,individuel,orleans-tours,general,57,40,13,15,12,5,7,18,0,0,2,4,12,22
2021,bac_general,F,individuel,paris,general,422,384,319,36,29,22,7,341,2,20,58,119,142,43
2021,bac_general,F,individuel,poitiers,general,38,21,16,0,5,1,4,17,0,0,6,7,4,4
2021,bac_general,F,individuel,reims,general,23,20,6,10,4,3,1,9,0,0,0,1,8,11
2021,bac_general,F,individuel,rennes,general,84,66,45,12,9,4,5,49,0,2,13,17,17,17
2021,bac_general,F,individuel,strasbourg,general,86,75,57,14,4,1,3,58,0,8,16,18,16,17
2021,bac_general,F,individuel,toulouse,general,71,47,27,10,10,5,5,32,0,0,5,10,17,15
2021,bac_general,F,individuel,versailles,general,386,272,164,70,38,27,11,191,6,23,39,40,83,81
2021,bac_general,F,scolaire,aix-marseille,general,9102,9100,8874,42,184,128,56,9002,219,1290,2700,3087,1706,98
2021,bac_general,F,scolaire,amiens,general,5641,5641,5429,36,176,110,66,5539,163,796,1622,1816,1142,102
2021,bac_general,F,scolaire,besancon,general,3356,3356,3200,21,135,83,52,3283,45,393,832,1150,863,73
2021,bac_general,F,scolaire,bordeaux,general,10399,10398,10118,49,231,126,105,10244,164,1249,3041,3756,2034,154
2021,bac_general,F,scolaire,clermont-ferrand,general,3838,3838,3725,15,98,61,37,3786,57,456,993,1345,935,52
2021,bac_general,F,scolaire,corse,general,766,766,748,3,15,11,4,759,18,92,246,270,133,7
2021,bac_general,F,scolaire,creteil,general,14597,14590,13966,125,499,294,205,14260,218,1628,4026,5044,3344,330
2021,bac_general,F,scolaire,dijon,general,4774,4774,4645,22,107,59,48,4704,76,603,1298,1669,1058,70
2021,bac_general,F,scolaire,grenoble,general,11008,11008,10737,37,234,145,89,10882,198,1619,3255,3843,1967,126
2021,bac_general,F,scolaire,guadeloupe,general,1582,1582,1515,10,57,42,15,1557,25,198,388,526,420,25
2021,bac_general,F,scolaire,guyane,general,877,877,757,25,95,62,33,819,5,76,160,275,303,58
2021,bac_general,F,scolaire,la_reunion,general,3105,3104,2989,16,99,82,17,3071,117,404,823,1006,721,33
2021,bac_general,F,scolaire,lille,general,12585,12582,12188,97,297,167,130,12355,483,2130,3740,3811,2191,227
2021,bac_general,F,scolaire,limoges,general,1954,1952,1875,9,68,45,23,1920,31,224,500,683,482,32
2021,bac_general,F,scolaire,lyon,general,10300,10298,9926,72,300,180,120,10106,158,1260,2804,3665,2219,192
2021,bac_general,F,scolaire,martinique,general,1149,1149,1088,9,52,42,10,1130,16,145,295,398,276,19
2021,bac_general,F,scolaire,mayotte,general,1295,1295,970,67,258,164,94,1134,2,37,136,367,592,161
2021,bac_general,F,scolaire,montpellier,general,7990,7990,7785,51,154,72,82,7857,171,1088,2380,2775,1443,133
2021,bac_general,F,scolaire,nancy-metz,general,6490,6489,6312,23,154,83,71,6395,148,884,1792,2193,1378,94
2021,bac_general,F,scolaire,nantes,general,11993,11992,11758,34,200,114,86,11872,185,1455,3588,4413,2231,120
2021,bac_general,F,scolaire,nice,general,6355,6354,6145,41,168,94,74,6239,187,967,1855,2060,1170,115
2021,bac_general,F,scolaire,normandie,general,10038,10036,9652,62,322,198,124,9850,173,1257,2659,3500,2261,186
2021,bac_general,F,scolaire,orleans-tours,general,7553,7553,7324,22,207,133,74,7457,165,1028,2087,2592,1585,96
2021,bac_general,F,scolaire,paris,general,8414,8410,8279,44,87,53,34,8332,200,1634,2991,2481,1026,78
2021,bac_general,F,scolaire,poitiers,general,5178,5178,5006,26,146,91,55,5097,96,626,1453,1763,1159,81
2021,bac_general,F,scolaire,reims,general,3795,3795,3620,33,142,93,49,3713,77,439,1006,1256,935,82
2021,bac_general,F,scolaire,rennes,general,10686,10684,10532,34,118,80,38,10612,164,1432,3343,3922,1751,72
2021,bac_general,F,scolaire,strasbourg,general,5509,5507,5366,35,106,47,59,5413,210,977,1686,1708,832,94
2021,bac_general,F,scolaire,toulouse,general,9116,9114,8903,47,164,103,61,9006,184,1253,2690,3265,1614,108
2021,bac_general,F,scolaire,versailles,general,21450,21445,20738,144,563,363,200,21101,367,3065,6521,7175,3973,344
2021,bac_general,M,enseignement_a_distance,aix-marseille,general,45,44,42,1,1,0,1,42,1,10,13,14,4,2
2021,bac_general,M,enseignement_a_distance,amiens,general,14,14,13,1,0,0,0,13,0,3,6,0,4,1
2021,bac_general,M,enseignement_a_distance,besancon,general,6,4,4,0,0,0,0,4,0,0,1,2,1,0
2021,bac_general,M,enseignement_a_distance,bordeaux,general,28,27,26,1,0,0,0,26,0,4,8,9,5,1
2021,bac_general,M,enseignement_a_distance,clermont-ferrand,general,5,5,5,0,0,0,0,5,0,1,2,1,1,0
2021,bac_general,M,enseignement_a_distance,corse,general,2,2,2,0,0,0,0,2,0,1,0,1,0,0
2021,bac_general,M,enseignement_a_distance,creteil,general,43,37,35,1,1,0,1,35,1,5,13,5,11,2
2021,bac_general,M,enseignement_a_distance,dijon,general,9,9,6,2,1,1,0,7,0,1,2,2,2,2
2021,bac_general,M,enseignement_a_distance,grenoble,general,40,39,35,3,1,0,1,35,0,6,9,15,5,4
2021,bac_general,M,enseignement_a_distance,guadeloupe,general,2,2,2,0,0,0,0,2,0,0,1,1,0,0
2021,bac_general,M,enseignement_a_distance,guyane,general,3,3,2,0,1,1,0,3,0,0,1,0,2,0
2021,bac_general,M,enseignement_a_distance,la_reunion,general,6,5,5,0,0,0,0,5,0,1,2,2,0,0
2021,bac_general,M,enseignement_a_distance,lille,general,26,24,22,2,0,0,0,22,1,2,7,7,5,2
2021,bac_general,M,enseignement_a_distance,limoges,general,3,2,2,0,0,0,0,2,0,1,0,1,0,0
2021,bac_general,M,enseignement_a_distance,lyon,general,22,21,21,0,0,0,0,21,0,1,10,5,5,0
2021,bac_general,M,enseignement_a_distance,martinique,general,3,3,3,0,0,0,0,3,0,1,1,1,0,0
2021,bac_general,M,enseignement_a_distance,montpellier,general,41,39,37,1,1,0,1,37,0,5,19,9,4,2
2021,bac_general,M,enseignement_a_distance,nancy-metz,general,12,11,11,0,0,0,0,11,0,1,5,1,4,0
2021,bac_general,M,enseignement_a_distance,nantes,general,35,34,33,1,0,0,0,33,0,7,15,8,3,1
2021,bac_general,M,enseignement_a_distance,nice,general,37,34,33,1,0,0,0,33,0,3,16,7,7,1
2021,bac_general,M,enseignement_a_distance,normandie,general,18,18,15,3,0,0,0,15,0,1,3,4,7,3
2021,bac_general,M,enseignement_a_distance,orleans-tours,general,26,25,22,2,1,1,0,23,2,6,8,2,5,2
2021,bac_general,M,enseignement_a_distance,paris,general,34,32,31,1,0,0,0,31,1,7,10,6,7,1
2021,bac_general,M,enseignement_a_distance,poitiers,general,16,15,13,1,1,0,1,13,0,5,6,1,1,2
2021,bac_general,M,enseignement_a_distance,reims,general,8,8,7,0,1,1,0,8,0,0,3,2,3,0
2021,bac_general,M,enseignement_a_distance,rennes,general,26,25,23,1,1,0,1,23,0,5,13,2,3,2
2021,bac_general,M,enseignement_a_distance,strasbourg,general,22,20,19,1,0,0,0,19,0,4,7,4,4,1
2021,bac_general,M,enseignement_a_distance,toulouse,general,37,36,31,4,1,0,1,31,0,5,18,5,3,5
2021,bac_general,M,enseignement_a_distance,versailles,general,74,68,63,4,1,0,1,63,0,8,28,17,10,5
2021,bac_general,M,individuel,aix-marseille,general,143,95,54,28,13,12,1,66,0,5,11,8,42,29
2021,bac_general,M,individuel,amiens,general,42,40,12,23,5,4,1,16,1,0,5,3,7,24
2021,bac_general,M,individuel,besancon,general,22,14,7,3,4,4,0,11,0,0,1,0,10,3
2021,bac_general,M,individuel,bordeaux,general,115,84,53,17,14,9,5,62,0,2,4,12,44,22
2021,bac_general,M,individuel,clermont-ferrand,general,23,21,3,15,3,2,1,5,0,0,0,1,4,16
2021,bac_general,M,individuel,corse,general,2,2,1,1,0,0,0,1,0,0,0,0,1,1
2021,bac_general,M,individuel,creteil,general,233,138,65,43,30,17,13,82,0,2,5,17,58,56
2021,bac_general,M,individuel,dijon,general,46,37,18,11,8,4,4,22,1,1,1,8,11,15
2021,bac_general,M,individuel,grenoble,general,75,44,17,13,14,11,3,28,0,1,0,6,21,16
2021,bac_general,M,individuel,guadeloupe,general,10,8,5,2,1,1,0,6,0,1,3,0,2,2
2021,bac_general,M,individuel,guyane,general,10,8,0,5,3,3,0,3,0,0,0,0,3,5
2021,bac_general,M,individuel,la_reunion,general,15,9,2,1,6,6,0,8,0,0,0,1,7,1
2021,bac_general,M,individuel,lille,general,114,63,46,11,6,4,2,50,0,3,7,19,21,13
2021,bac_general,M,individuel,limoges,general,11,7,1,4,2,2,0,3,0,0,0,1,2,4
2021,bac_general,M,individuel,lyon,general,167,102,53,24,25,15,10,68,0,3,8,19,38,34
2021,bac_general,M,individuel,martinique,general,9,5,1,3,1,1,0,2,0,0,1,0,1,3
2021,bac_general,M,individuel,mayotte,general,38,21,0,16,5,4,1,4,0,0,0,0,4,17
2021,bac_general,M,individuel,montpellier,general,116,79,60,12,7,3,4,63,2,7,16,11,27,16
2021,bac_general,M,individuel,nancy-metz,general,71,50,37,9,4,4,0,41,0,3,9,8,21,9
2021,bac_general,M,individuel,nantes,general,89,68,42,18,8,5,3,47,0,4,5,11,27,21
2021,bac_general,M,individuel,nice,general,153,123,78,26,19,14,5,92,1,4,10,26,51,31
2021,bac_general,M,individuel,normandie,general,94,77,49,23,5,2,3,51,1,2,7,20,21,26
2021,bac_general,M,individuel,orleans-tours,general,56,41,22,14,5,4,1,26,1,3,5,8,9,15
2021,bac_general,M,individuel,paris,general,535,482,364,51,67,55,12,419,2,19,56,129,213,63
2021,bac_general,M,individuel,poitiers,general,28,17,7,6,4,1,3,8,0,0,2,0,6,9
2021,bac_general,M,individuel,reims,general,22,21,5,12,4,1,3,6,0,0,0,2,4,15
2021,bac_general,M,individuel,rennes,general,63,46,32,5,9,6,3,38,0,5,10,6,17,8
2021,bac_general,M,individuel,strasbourg,general,80,56,38,10,8,2,6,40,0,7,12,8,13,16
2021,bac_general,M,individuel,toulouse,general,93,54,26,13,15,7,8,33,0,1,3,6,23,21
2021,bac_general,M,individuel,versailles,general,360,269,164,66,39,29,10,193,3,18,31,40,101,76
2021,bac_general,M,scolaire,aix-marseille,general,7393,7393,7017,56,320,188,132,7205,120,720,1731,2607,2027,188
2021,bac_general,M,scolaire,amiens,general,4466,4466,4178,60,228,153,75,4331,89,448,1020,1493,1281,135
2021,bac_general,M,scolaire,besancon,general,2475,2475,2283,23,169,103,66,2386,26,196,462,820,882,89
2021,bac_general,M,scolaire,bordeaux,general,8076,8072,7657,58,357,233,124,7890,85,700,1825,2907,2373,182
2021,bac_general,M,scolaire,clermont-ferrand,general,2783,2783,2628,27,128,70,58,2698,40,259,558,959,882,85
2021,bac_general,M,scolaire,corse,general,653,653,621,11,21,17,4,638,9,50,146,234,199,15
2021,bac_general,M,scolaire,creteil,general,11176,11170,10146,226,798,533,265,10679,111,863,2153,3735,3817,491
2021,bac_general,M,scolaire,dijon,general,3654,3652,3462,28,162,106,56,3568,56,312,807,1295,1098,84
2021,bac_general,M,scolaire,grenoble,general,8478,8478,8036,45,397,256,141,8292,101,756,1917,3047,2471,186
2021,bac_general,M,scolaire,guadeloupe,general,1057,1057,979,11,67,58,9,1037,6,72,208,331,420,20
2021,bac_general,M,scolaire,guyane,general,638,638,508,29,101,72,29,580,1,39,95,170,275,58
2021,bac_general,M,scolaire,la_reunion,general,2198,2198,2050,29,119,95,24,2145,55,214,506,705,665,53
2021,bac_general,M,scolaire,lille,general,9988,9983,9350,125,508,319,189,9669,265,1174,2329,3086,2815,314
2021,bac_general,M,scolaire,limoges,general,1442,1441,1339,20,82,55,27,1394,16,124,261,477,516,47
2021,bac_general,M,scolaire,lyon,general,8193,8192,7751,71,370,235,135,7986,103,784,1795,2869,2435,206
2021,bac_general,M,scolaire,martinique,general,855,854,782,8,64,54,10,836,9,51,181,283,312,18
2021,bac_general,M,scolaire,mayotte,general,723,723,519,55,149,91,58,610,3,19,74,171,343,113
2021,bac_general,M,scolaire,montpellier,general,6341,6341,5939,79,323,184,139,6123,92,625,1444,2143,1819,218
2021,bac_general,M,scolaire,nancy-metz,general,4916,4915,4623,34,258,151,107,4774,81,505,1001,1657,1530,141
2021,bac_general,M,scolaire,nantes,general,9163,9160,8780,61,319,194,125,8974,91,778,2048,3454,2603,186
2021,bac_general,M,scolaire,nice,general,5241,5241,4913,65,263,139,124,5052,105,510,1238,1794,1405,189
2021,bac_general,M,scolaire,normandie,general,7779,7777,7225,85,467,287,180,7512,115,704,1594,2504,2595,265
2021,bac_general,M,scolaire,orleans-tours,general,5900,5900,5503,64,333,209,124,5712,89,512,1212,2029,1870,188
2021,bac_general,M,scolaire,paris,general,7131,7127,6868,55,204,144,60,7012,142,1039,2136,2297,1398,115
2021,bac_general,M,scolaire,poitiers,general,4015,4012,3810,34,168,95,73,3905,60,379,835,1408,1223,107
2021,bac_general,M,scolaire,reims,general,2832,2832,2596,46,190,110,80,2706,34,221,599,950,902,126
2021,bac_general,M,scolaire,rennes,general,8093,8093,7824,34,235,149,86,7973,98,772,1921,3054,2128,120
2021,bac_general,M,scolaire,strasbourg,general,4420,4420,4232,32,156,79,77,4311,85,582,1061,1483,1100,109
2021,bac_general,M,scolaire,toulouse,general,6845,6844,6497,51,296,180,116,6677,105,718,1523,2384,1947,167
2021,bac_general,M,scolaire,versailles,general,17495,17488,16316,249,923,600,323,16916,213,1683,3989,5988,5043,572
2021,bac_professionnel,F,apprentissage,aix-marseille,pro_prod,74,70,57,12,1,0,1,57,0,3,6,19,29,13
2021,bac_professionnel,F,apprentissage,aix-marseille,pro_serv,125,122,97,21,4,2,2,99,0,6,23,35,35,23
2021,bac_professionnel,F,apprentissage,amiens,pro_prod,55,53,49,4,0,0,0,49,0,1,11,18,19,4
2021,bac_professionnel,F,apprentissage,amiens,pro_serv,104,100,91,5,4,3,1,94,0,6,28,32,28,6
2021,bac_professionnel,F,apprentissage,besancon,pro_prod,40,39,37,1,1,0,1,37,0,1,3,16,17,2
2021,bac_professionnel,F,apprentissage,besancon,pro_serv,67,65,62,0,3,1,2,63,0,2,16,24,21,2
2021,bac_professionnel,F,apprentissage,bordeaux,pro_prod,95,91,80,10,1,1,0,81,0,8,25,20,28,10
2021,bac_professionnel,F,apprentissage,bordeaux,pro_serv,197,194,171,15,8,7,1,178,0,19,46,63,50,16
2021,bac_professionnel,F,apprentissage,clermont-ferrand,pro_prod,36,34,32,1,1,1,0,33,0,9,6,7,11,1
2021,bac_professionnel,F,apprentissage,clermont-ferrand,pro_serv,62,59,54,3,2,1,1,55,0,5,19,20,11,4
2021,bac_professionnel,F,apprentissage,corse,pro_prod,1,1,1,0,0,0,0,1,0,0,0,1,0,0
2021,bac_professionnel,F,apprentissage,corse,pro_serv,22,20,19,1,0,0,0,19,0,0,6,8,5,1
2021,bac_professionnel,F,apprentissage,creteil,pro_prod,88,84,75,8,1,0,1,75,0,9,15,22,29,9
2021,bac_professionnel,F,apprentissage,creteil,pro_serv,108,105,80,18,7,4,3,84,0,7,20,22,35,21
2021,bac_professionnel,F,apprentissage,dijon,pro_prod,49,49,45,3,1,0,1,45,0,4,10,18,13,4
2021,bac_professionnel,F,apprentissage,dijon,pro_serv,69,65,60,0,5,1,4,61,0,3,17,22,19,4
2021,bac_professionnel,F,apprentissage,grenoble,pro_prod,56,54,52,1,1,1,0,53,0,14,13,14,12,1
2021,bac_professionnel,F,apprentissage,grenoble,pro_serv,161,154,141,7,6,3,3,144,0,11,33,57,43,10
2021,bac_professionnel,F,apprentissage,guadeloupe,pro_prod,3,2,2,0,0,0,0,2,0,0,0,0,2,0
2021,bac_professionnel,F,apprentissage,guadeloupe,pro_serv,15,14,14,0,0,0,0,14,0,0,2,6,6,0
2021,bac_professionnel,F,apprentissage,guyane,pro_prod,1,1,1,0,0,0,0,1,0,0,0,0,1,0
2021,bac_professionnel,F,apprentissage,guyane,pro_serv,1,1,0,1,0,0,0,0,0,0,0,0,0,1
2021,bac_professionnel,F,apprentissage,la_reunion,pro_prod,6,5,3,2,0,0,0,3,0,0,1,0,2,2
2021,bac_professionnel,F,apprentissage,lille,pro_prod,98,90,83,6,1,1,0,84,0,6,13,34,31,6
2021,bac_professionnel,F,apprentissage,lille,pro_serv,161,145,130,11,4,3,1,133,0,13,38,41,41,12
2021,bac_professionnel,F,apprentissage,limoges,pro_prod,9,9,9,0,0,0,0,9,0,5,3,0,1,0
2021,bac_professionnel,F,apprentissage,limoges,pro_serv,30,29,25,1,3,2,1,27,0,4,6,10,7,2
2021,bac_professionnel,F,apprentissage,lyon,pro_prod,60,59,52,6,1,1,0,53,0,10,16,13,14,6
2021,bac_professionnel,F,apprentissage,lyon,pro_serv,179,171,147,12,12,8,4,155,0,19,32,46,58,16
2021,bac_professionnel,F,apprentissage,martinique,pro_prod,9,9,6,2,1,1,0,7,0,0,0,2,5,2
2021,bac_professionnel,F,apprentissage,martinique,pro_serv,16,16,14,1,1,1,0,15,0,0,6,5,4,1
2021,bac_professionnel,F,apprentissage,mayotte,pro_prod,1,1,1,0,0,0,0,1,0,0,0,0,1,0
2021,bac_professionnel,F,apprentissage,mayotte,pro_serv,4,4,2,1,1,1,0,3,0,0,0,0,3,1
2021,bac_professionnel,F,apprentissage,montpellier,pro_prod,32,31,28,1,2,1,1,29,0,4,9,5,11,2
2021,bac_professionnel,F,apprentissage,montpellier,pro_serv,62,60,55,5,0,0,0,55,0,6,15,20,14,5
2021,bac_professionnel,F,apprentissage,nancy-metz,pro_prod,42,40,39,1,0,0,0,39,0,4,9,12,14,1
2021,bac_professionnel,F,apprentissage,nancy-metz,pro_serv,104,103,86,12,5,3,2,89,0,11,24,27,27,14
2021,bac_professionnel,F,apprentissage,nantes,pro_prod,129,126,119,5,2,2,0,121,0,12,24,35,50,5
2021,bac_professionnel,F,apprentissage,nantes,pro_serv,364,361,305,20,36,22,14,327,0,21,58,120,128,34
2021,bac_professionnel,F,apprentissage,nice,pro_prod,10,10,10,0,0,0,0,10,0,1,6,0,3,0
2021,bac_professionnel,F,apprentissage,nice,pro_serv,95,92,80,5,7,5,2,85,0,6,21,32,26,7
2021,bac_professionnel,F,apprentissage,normandie,pro_prod,122,119,109,9,1,1,0,110,0,3,15,38,54,9
2021,bac_professionnel,F,apprentissage,normandie,pro_serv,171,170,156,9,5,3,2,159,0,9,44,71,35,11
2021,bac_professionnel,F,apprentissage,orleans-tours,pro_prod,46,46,42,4,0,0,0,42,0,4,6,19,13,4
2021,bac_professionnel,F,apprentissage,orleans-tours,pro_serv,135,133,116,11,6,3,3,119,0,10,34,35,40,14
2021,bac_professionnel,F,apprentissage,paris,pro_prod,74,74,72,1,1,0,1,72,0,13,20,28,11,2
2021,bac_professionnel,F,apprentissage,paris,pro_serv,206,200,163,26,11,8,3,171,0,11,39,54,67,29
2021,bac_professionnel,F,apprentissage,poitiers,pro_prod,47,47,42,4,1,0,1,42,0,3,12,14,13,5
2021,bac_professionnel,F,apprentissage,poitiers,pro_serv,152,146,131,10,5,4,1,135,0,4,29,48,54,11
2021,bac_professionnel,F,apprentissage,reims,pro_prod,25,24,18,5,1,1,0,19,0,1,3,6,9,5
2021,bac_professionnel,F,apprentissage,reims,pro_serv,61,60,53,4,3,2,1,55,0,3,12,20,20,5
2021,bac_professionnel,F,apprentissage,rennes,pro_prod,86,85,76,9,0,0,0,76,0,6,17,23,30,9
2021,bac_professionnel,F,apprentissage,rennes,pro_serv,132,131,114,11,6,2,4,116,0,7,27,39,43,15
2021,bac_professionnel,F,apprentissage,strasbourg,pro_prod,53,52,50,2,0,0,0,50,0,7,9,22,12,2
2021,bac_professionnel,F,apprentissage,strasbourg,pro_serv,133,132,110,9,13,8,5,118,0,10,33,32,43,14
2021,bac_professionnel,F,apprentissage,toulouse,pro_prod,44,43,37,3,3,3,0,40,0,6,12,9,13,3
2021,bac_professionnel,F,apprentissage,toulouse,pro_serv,146,141,121,13,7,5,2,126,0,7,33,55,31,15
2021,bac_professionnel,F,apprentissage,versailles,pro_prod,118,113,103,7,3,0,3,103,0,9,29,38,27,10
2021,bac_professionnel,F,apprentissage,versailles,pro_serv,265,251,199,31,21,14,7,213,0,19,47,84,63,38
2021,bac_professionnel,F,enseignement_a_distance,aix-marseille,pro_serv,15,7,2,4,1,1,0,3,0,0,1,1,1,4
2021,bac_professionnel,F,enseignement_a_distance,besancon,pro_serv,5,5,4,1,0,0,0,4,0,0,2,1,1,1
2021,bac_professionnel,F,enseignement_a_distance,bordeaux,pro_serv,23,12,9,3,0,0,0,9,0,0,3,1,5,3
2021,bac_professionnel,F,enseignement_a_distance,clermont-ferrand,pro_prod,69,66,57,9,0,0,0,57,0,0,1,0,56,9
2021,bac_professionnel,F,enseignement_a_distance,clermont-ferrand,pro_serv,5,3,2,1,0,0,0,2,0,0,0,0,2,1
2021,bac_professionnel,F,enseignement_a_distance,corse,pro_serv,3,3,3,0,0,0,0,3,0,0,1,0,2,0
2021,bac_professionnel,F,enseignement_a_distance,creteil,pro_serv,23,17,11,5,1,0,1,11,0,0,2,6,3,6
2021,bac_professionnel,F,enseignement_a_distance,dijon,pro_serv,5,4,3,0,1,0,1,3,0,0,0,2,1,1
2021,bac_professionnel,F,enseignement_a_distance,grenoble,pro_serv,18,11,8,2,1,1,0,9,0,0,3,1,5,2
2021,bac_professionnel,F,enseignement_a_distance,guadeloupe,pro_serv,4,1,0,1,0,0,0,0,0,0,0,0,0,1
2021,bac_professionnel,F,enseignement_a_distance,lille,pro_serv,16,8,6,2,0,0,0,6,0,0,0,5,1,2
2021,bac_professionnel,F,enseignement_a_distance,limoges,pro_serv,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,bac_professionnel,F,enseignement_a_distance,mayotte,pro_serv,1,1,1,0,0,0,0,1,0,0,1,0,0,0
2021,bac_professionnel,F,enseignement_a_distance,montpellier,pro_serv,18,12,6,5,1,1,0,7,0,1,0,0,6,5
2021,bac_professionnel,F,enseignement_a_distance,nantes,pro_prod,19,17,17,0,0,0,0,17,0,0,0,1,16,0
